periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Combined oral contraceptive Pills Beginning Balance,Combined oral contraceptive Pills Ending Balanc,Combined oral contraceptive Pills Issued/Dispensed,Combined oral contraceptive Pills Losses,Combined oral contraceptive Pills Negative Adjustment (Issued to Other HF),Combined oral contraceptive Pills Positive Adjustment (Receipt from other HF),Combined oral contraceptive Pills Quantity Needed/Requested,Combined oral contraceptive Pills Stock Received,Emergency Pill Beginning Balance,Emergency Pill Ending Balanc,Emergency Pill Issued/Dispensed,Emergency Pill Losses,Emergency Pill Negative Adjustment (Issued to Other HF),Emergency Pill Positive Adjustment (Receipt from other HF),Emergency Pill Quantity Needed/Requested,Emergency Pill Stock Received,Female Condom  Beginning Balance,Female Condom  Ending Balanc,Female Condom  Issued/Dispensed,Female Condom  Losses,Female Condom  Negative Adjustment (Issued to Other HF),Female Condom  Positive Adjustment (Receipt from other HF),Female Condom  Quantity Needed/Requested,Female Condom  Stock Received,IUCD Copper T Beginning Balance,IUCD Copper T Ending Balanc,IUCD Copper T Issued/Dispensed,IUCD Copper T Losses,IUCD Copper T Negative Adjustment (Issued to Other HF),IUCD Copper T Positive Adjustment (Receipt from other HF),IUCD Copper T Quantity Needed/Requested,IUCD Copper T Stock Received,Implants (1-Rod) Beginning Balance,Implants (1-Rod) Ending Balanc,Implants (1-Rod) Issued/Dispensed,Implants (1-Rod) Losses,Implants (1-Rod) Negative Adjustment (Issued to Other HF),Implants (1-Rod) Positive Adjustment (Receipt from other HF),Implants (1-Rod) Quantity Needed/Requested,Implants (1-Rod) Stock Received,Injectables Beginning Balance,Injectables Ending Balanc,Injectables Issued/Dispensed,Injectables Losses,Injectables Negative Adjustment (Issued to Other HF),Injectables Positive Adjustment (Receipt from other HF),Injectables Quantity Needed/Requested,Injectables Stock Received,Male Condom  Beginning Balance,Male Condom  Ending Balanc,Male Condom  Issued/Dispensed,Male Condom  Losses,Male Condom  Negative Adjustment (Issued to Other HF),Male Condom  Positive Adjustment (Receipt from other HF),Male Condom  Quantity Needed/Requested,Male Condom  Stock Received,Progestin only Pills Beginning Balance,Progestin only Pills Ending Balanc,Progestin only Pills Issued/Dispensed,Progestin only Pills Losses,Progestin only Pills Negative Adjustment (Issued to Other HF),Progestin only Pills Positive Adjustment (Receipt from other HF),Progestin only Pills Quantity Needed/Requested,Progestin only Pills Stock Received
201604,April 2016,201604,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,23.0,17.0,6.0,,,,100.0,,,,,,,,100.0,,,,,,,,100.0,,14.0,,14.0,,,,,,,,2.0,,,,10.0,,204.0,200.0,4.0,,,,,,1000.0,800.0,200.0,,,,,,67.0,67.0,,,,,,
201604,April 2016,201604,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,150.0,5700.0,450.0,,,,,6000.0,,400.0,,,,,,400.0,2500.0,1500.0,1000.0,,,,,,100.0,100.0,,,,,,,291.0,529.0,50.0,,,,,288.0,4575.0,3675.0,800.0,100.0,,,1125.0,,9936.0,5760.0,8640.0,2736.0,,,46000.0,7200.0,870.0,870.0,,,,,,
201604,April 2016,201604,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,149.0,132.0,36.0,,19.0,,,,,,,,,,200.0,,29.0,10.0,,,19.0,,,,24.0,15.0,4.0,,5.0,,,,193.0,54.0,15.0,,124.0,,,,30.0,75.0,42.0,,13.0,,,100.0,532.0,517.0,15.0,,,,,,2.0,39.0,15.0,,,37.0,,
201704,April 2017,201704,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,,,,,,2000.0,,,,,,,,100.0,,,,,,,,1000.0,,115.0,115.0,,,,,,,1876.0,1372.0,504.0,,,,2660.0,,,,,,,,10000.0,,,,,,,,10000.0,,3490.0,3390.0,100.0,,,,,
201704,April 2017,201704,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,3660.0,2100.0,1560.0,,,,,,175.0,140.0,35.0,,,,,,160.0,160.0,,,,,,,711.0,686.0,25.0,,,,,,3251.0,3024.0,232.0,,,5.0,,,7515.0,5212.0,2303.0,,,,,,40396.0,37228.0,3168.0,,,,,,2241.0,1851.0,390.0,,,,,
201704,April 2017,201704,,Kenya,Wajir County,CeLsrJOH0g9,Wajir County,KE_County_8,,,,,,,,,,293.0,293.0,,,,,,,,,,,,,,,100.0,100.0,,,,,,,46.0,46.0,,,,,,,1366.0,1362.0,,,,,,,4220.0,4120.0,100.0,,,,,,80.0,80.0,,,,,,
201704,April 2017,201704,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,2456.0,2902.0,635.0,,,1011.0,11780.0,70.0,37.0,23.0,14.0,,,,420.0,,2455.0,7605.0,836040.0,,,790.0,1155.0,,616.0,966.0,20.0,,,200.0,213.0,,3766.0,6947.0,894.0,,,646.0,1346.0,2809.0,5693.0,18400.0,2993.0,,,,4125.0,8600.0,111032.0,96500.0,25476.0,,,10944.0,149016.0,,6702.0,6358.0,166.0,,358.0,110.0,5100.0,
201704,April 2017,201704,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,150.0,183.0,111.0,,,,,144.0,2800.0,3175.0,1625.0,,,,,2000.0,3764.0,865.0,2899.0,,,,,,1027.0,967.0,60.0,,,,,
201704,April 2017,201704,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,,,13.0,,,13.0,24000.0,,,,,,,,4000.0,,110.0,93.0,17.0,,,,9000.0,,33.0,26.0,1.0,,5.0,,19050.0,,2762.0,2568.0,156.0,,38.0,,4000.0,,150883.0,224796.0,5347.0,,,,7519.0,,16848.0,373370.0,17888.0,,,,300400.0,552400.0,4879.0,3302.0,1573.0,,,,8740.0,
201704,April 2017,201704,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,,,,,,,4000.0,,,,,,,,2000.0,,,,,,,,,,,,,,,,2000.0,,298.0,118.0,180.0,,,,7920.0,,9000.0,4400.0,4600.0,,,,20000.0,,,,,,,,,,7902.0,7702.0,200.0,,,,,
201704,April 2017,201704,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,,40.0,,,,,10600.0,40.0,,,,,,,700.0,,72000.0,50400.0,21600.0,,,,21600.0,,379.0,332.0,74.0,,,,500.0,,1420.0,1197.0,619.0,,,,7700.0,216.0,200.0,,700.0,,,,20000.0,500.0,1964.0,964.0,,,,,,1000.0,570.0,570.0,,,,,600.0,
201704,April 2017,201704,,Kenya,Kisumu County,tAbBVBbueqD,Kisumu County,KE_County_42,,60.0,60.0,,,,,2000.0,,,,,,,,,,,,,,,,,,564.0,564.0,,,,,,,46.0,22.0,26.0,,,,600.0,,145.0,136.0,,,,,600.0,,,,,,,,,,403.0,403.0,,,,,200.0,
201704,April 2017,201704,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,6270.0,5427.0,1098.0,,,225.0,20000.0,,,,,,,,6800.0,,1165.0,1165.0,,,,,11000.0,,330.0,52.0,318.0,,,50.0,5400.0,,988.0,996.0,321.0,,,185.0,2000.0,144.0,5880.0,15730.0,4750.0,,,,25000.0,14600.0,166765.0,245677.0,65088.0,,,,202000.0,144000.0,3997.0,3418.0,569.0,,,,12600.0,
201704,April 2017,201704,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,35.0,5.0,,,,,,950.0,825.0,125.0,,,,,,1500.0,1500.0,,,,,,,,,,,,,,
201704,April 2017,201704,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,2160.0,780.0,660.0,720.0,720.0,720.0,10000.0,,428.0,243.0,55.0,,130.0,,10000.0,,,,,,,,1000.0,,30.0,37.0,93.0,,,100.0,1000.0,,1080.0,549.0,819.0,,72.0,,6000.0,288.0,875.0,2075.0,400.0,,,,10000.0,1600.0,123.0,123.0,3.0,,,,100000.0,,2972.0,2861.0,111.0,,,,6000.0,
201704,April 2017,201704,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,960.0,840.0,120.0,,,,,,,,,,,,,,,,,,,,,,415.0,415.0,,,,,,,2406.0,5701.0,593.0,,,,,3888.0,11500.0,1450.0,50.0,,,,,,,,,,,,,,270.0,270.0,,,,,,
201704,April 2017,201704,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,1290.0,570.0,720.0,,,,6440.0,,795.0,790.0,5.0,,,,2000.0,,,1000.0,,,,1000.0,2000.0,,35.0,35.0,,,,,1000.0,,3448.0,3371.0,77.0,,,,,,14925.0,13800.0,1125.0,,,,1000.0,,27438.0,45150.0,3888.0,,,21600.0,100000.0,,2264.0,2012.0,252.0,,,,2720.0,
201704,April 2017,201704,,Kenya,Kwale County,N7YETT3A9r1,Kwale County,KE_County_2,,,,,,,,,,,,,,,,,,200.0,200.0,,,,,,,,,,,,,,,,,,,,,,,2250.0,1950.0,300.0,,,,,,7200.0,43200.0,36000.0,,,,,72000.0,2200.0,2000.0,200.0,,,,,
201704,April 2017,201704,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,,,,,,,,39.0,35.0,4.0,,,,,,,,,,,,,,85.0,85.0,,,,,,,168.0,168.0,,,,,,,119.0,119.0,,,,,,,,,,,,,,,854.0,854.0,,,,,,
201704,April 2017,201704,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,1034.0,1034.0,,,,,300.0,,,,,,,,200.0,,,,,,,,100.0,,,,,,,,50.0,,481.0,481.0,,,,,200.0,,5741.0,5141.0,600.0,,,,2000.0,,,,,,,,,,11220.0,11220.0,,,,,,
201804,April 2018,201804,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,,2410.0,90.0,,,,,2500.0,,960.0,40.0,,,,,1000.0,,,,,,,,,160.0,760.0,,,,,,500.0,630.0,547.0,83.0,,,,,,5400.0,4425.0,1175.0,,,,,200.0,77.0,14477.0,,,,,,14400.0,1550.0,1490.0,55.0,,,,,
201804,April 2018,201804,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,535.0,420.0,115.0,,,,2880.0,,,,,,,,200.0,,,,,,,,1000.0,,149.0,149.0,,,,,,,3588.0,3168.0,420.0,,,,,,4325.0,4000.0,325.0,,,,4000.0,,,,,,,,7200.0,,1722.0,1722.0,,,,,,
201804,April 2018,201804,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,340.0,280.0,130.0,,,40.0,,30.0,2160.0,1955.0,215.0,,,,,10.0,,,,,,,,,460.0,440.0,20.0,,,,,,2387.0,1275.0,1112.0,,,,337.0,,1500.0,1375.0,725.0,,,,1500.0,600.0,,,,,,,,,2440.0,2420.0,20.0,,,,,
201804,April 2018,201804,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,5715.0,4191.0,1524.0,,,,5000.0,,635.0,635.0,,,,,2000.0,,,,,,,,,,980.0,710.0,270.0,,,,1000.0,,2490.0,104.0,30.0,2356.0,,,2144.0,,10850.0,8025.0,3125.0,,,300.0,10000.0,,164800.0,153856.0,10944.0,,,,,,3053.0,3023.0,30.0,,,,720.0,
201804,April 2018,201804,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,5010.0,4509.0,501.0,,,,5000.0,,,,,,,,200.0,,3440.0,3440.0,,,,,,,545.0,418.0,127.0,,,,200.0,,1347.0,1172.0,175.0,,,,,,6872.0,5540.0,1366.0,,,34.0,4875.0,,92122.0,133344.0,5002.0,,,3024.0,,43200.0,3398.0,3085.0,313.0,,,,1500.0,
201804,April 2018,201804,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,600.0,615.0,35.0,,,,,100.0,,100.0,,,,,,100.0,336.0,200.0,70.0,,,,1000.0,,88.0,88.0,,,,,,,4048.0,4204.0,144.0,,,,,300.0,225.0,225.0,150.0,,,,1000.0,200.0,3100.0,2400.0,1400.0,,,,,,861.0,861.0,,,,,,
201804,April 2018,201804,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,3391.0,2601.0,1090.0,,,720.0,22400.0,,400.0,120.0,280.0,,,,11400.0,,1000.0,930.0,70.0,,,,13200.0,,429.0,389.0,90.0,,,,7400.0,50.0,2030.0,1521.0,509.0,,,,5720.0,,10028.0,6116.0,4612.0,,,700.0,41000.0,,218029.0,219757.0,77884.0,,7632.0,7632.0,182000.0,72000.0,8310.0,8865.0,135.0,,,690.0,12300.0,
201804,April 2018,201804,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,150.0,,,,,,,5400.0,4824.0,576.0,,,,,,3000.0,2000.0,1000.0,,,,,,7200.0,,7200.0,,,,,,,,,,,,,
201804,April 2018,201804,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,908.0,277.0,631.0,,,,1000.0,,40.0,20.0,20.0,,,,100.0,,300.0,250.0,50.0,,,,,,,180.0,20.0,,,,200.0,200.0,999.0,482.0,317.0,,,,700.0,,2650.0,3725.0,1875.0,,,,1000.0,3000.0,,,,,,,,,1383.0,1263.0,120.0,,,,400.0,
201804,April 2018,201804,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,2391.0,,2391.0,,,,,,272.0,,272.0,,,,,,825.0,,825.0,,,,,,215.0,,215.0,,,,,,41.0,,41.0,,,,,,4400.0,,4400.0,,,,,,,,,,,,,,985.0,,985.0,,,,,
201804,April 2018,201804,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,1760.0,527.0,1243.0,,,,4650.0,,97.0,76.0,21.0,,,,,,,,,,,,1000.0,,35.0,12.0,23.0,,,,,,288.0,25.0,263.0,,,,676.0,,1250.0,2675.0,525.0,,,2050.0,150.0,,5512.0,1440.0,4072.0,,,,1200.0,,98.0,53.0,45.0,,,,66.0,
201804,April 2018,201804,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,,,,,,,,,24.0,24.0,,,,,,,100.0,100.0,,,,,,,469.0,469.0,,,,,,,837.0,576.0,239.0,,12.0,,,,5250.0,4350.0,900.0,,,,,,21600.0,21312.0,282.0,,,,,,258.0,258.0,,,,,,
201804,April 2018,201804,,Kenya,Homa Bay County,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1030.0,1000.0,,,,,30.0,,400.0,400.0,,,,,,,,,,,,,,,446.0,446.0,,,,,,,103.0,103.0,,,,,,,800.0,800.0,,,,,,,100.0,100.0,,,,,,,681.0,681.0,,,,,,
201804,April 2018,201804,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,27.0,27.0,,,,,3000.0,,40.0,14.0,26.0,,,,200.0,,,,,,,,1400.0,,124.0,124.0,,,,,,,1272.0,1056.0,216.0,,,,600.0,,1475.0,625.0,850.0,,,,6000.0,,139.0,129.0,10.0,,,,10000.0,,3200.0,3200.0,,,,,,
201804,April 2018,201804,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,805.0,1020.0,,,,215.0,4000.0,,767.0,757.0,10.0,,,,759.0,,2569.0,2529.0,40.0,,,,1200.0,,685.0,833.0,5.0,,,152.0,30.0,,2456.0,2891.0,729.0,,,,2588.0,1264.0,4100.0,3115.0,985.0,,,,13774.0,,78480.0,63936.0,22896.0,,,8640.0,72000.0,,4952.0,4748.0,210.0,,9.0,,200.0,
201804,April 2018,201804,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,,,,,,,,,440.0,60.0,,,,,500.0,,,,,,,,,100.0,95.0,5.0,,,,,,,,,,,,,,250.0,650.0,1600.0,,,,,2000.0,,,,,,,,,19270.0,18910.0,360.0,,,,,
201804,April 2018,201804,,Kenya,Kericho County,ihZsJ8alvtb,Kericho County,KE_County_35,,,,30.0,,,30.0,60.0,,,,,,,,,,,,,,,,,,100.0,60.0,40.0,,,,50.0,,,,60.0,,,,120.0,,,,400.0,,,60.0,800.0,,7200.0,3600.0,3600.0,,,,,,,,,,,,,
201904,April 2019,201904,,Kenya,Garissa County,uyOrcHZBpW0,Garissa County,KE_County_7,,118.0,98.0,20.0,,,,,,16.0,9.0,7.0,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,19.0,,,575.0,725.0,50.0,,,200.0,,,,,,,,,,,,,,,,,,
201904,April 2019,201904,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,4145.0,3590.0,555.0,,,,1000.0,,106.0,55.0,51.0,,,,1200.0,,1994.0,1894.0,100.0,,,,100.0,,110.0,90.0,20.0,,,,500.0,,,,,,,,3000.0,,10275.0,7950.0,2325.0,,,,5000.0,,7728.0,6779.0,949.0,,,,100.0,,,,,,,,2000.0,
201904,April 2019,201904,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,1024.0,780.0,244.0,,,,,,,,,,,,1000.0,,,,,,,,1000.0,,30.0,30.0,,,,,,,,,,,,,3000.0,,,,,,,,6000.0,,,,,,,,14400.0,,600.0,500.0,100.0,,,,,
201904,April 2019,201904,,Kenya,Meru County,Y52XNJ50hYb,Meru County,KE_County_12,,,468.0,12.0,,,,500.0,480.0,165.0,40.0,,,125.0,,,,840.0,840.0,,,,,,,,,,,,,10.0,,,70.0,44.0,,,,500.0,114.0,,,,,,,700.0,,10512.0,,3600.0,,6912.0,,,,561.0,561.0,,,,,,
201904,April 2019,201904,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,940.0,8393.0,947.0,,,,6000.0,8400.0,,,31.0,,31.0,,2000.0,,96.0,964.0,40.0,,,,1000.0,1000.0,58.0,139.0,164.0,,106.0,,1000.0,,,,116.0,,116.0,,1440.0,,,13715.0,1087.0,,,,4500.0,14800.0,7604.0,,15340.0,,7756.0,,1000.0,,894.0,3923.0,577.0,,,,4300.0,4500.0
201904,April 2019,201904,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,20378.0,12403.0,20002.0,,,50.0,100.0,11977.0,,,,,,,300.0,,2260.0,2220.0,40.0,,,,,,237.0,213.0,35.0,,,10.0,1000.0,,1426.0,847.0,579.0,,,,900.0,,179.0,53.0,1126.0,,,,10500.0,1000.0,83328.0,65836.0,17492.0,,,,7200.0,,574.0,4180.0,2154.0,,,,950.0,5760.0
201904,April 2019,201904,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,39252.0,38286.0,966.0,,,,,,109.0,99.0,10.0,,,,1000.0,,8385.0,7960.0,425.0,,,,,,105.0,55.0,50.0,,,,1550.0,,398.0,322.0,364.0,,,288.0,2644.0,,17500.0,14100.0,3300.0,,100.0,,9000.0,,207696.0,191632.0,9152.0,,,2160.0,,,2194.0,1327.0,1206.0,,,339.0,2000.0,
201904,April 2019,201904,,Kenya,Baringo County,vvOK1BxTbet,Baringo County,KE_County_30,,1320.0,1470.0,,,,150.0,,,,,,,,,,,,,,,,,,,80.0,70.0,10.0,,,,,,368.0,156.0,212.0,,,,,,,117.0,283.0,,,,200.0,400.0,,50400.0,,,,,,50400.0,,,,,,,27.0,
201904,April 2019,201904,,Kenya,Trans Nzoia County,mThvosEflAU,Trans Nzoia County,KE_County_26,,3385.0,7676.0,509.0,,,,10800.0,4800.0,301.0,251.0,50.0,,,,11600.0,,3239.0,3896.0,343.0,,,,1000.0,1000.0,190.0,165.0,25.0,,,,500.0,,333.0,303.0,30.0,,,,31200.0,,2675.0,5625.0,1050.0,,,,18000.0,4000.0,184898.0,131445.0,66881.0,,936.0,7200.0,203000.0,7200.0,2235.0,2119.0,216.0,,,,1000.0,100.0
201904,April 2019,201904,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,275.0,1126.0,295.0,,,1146.0,116.0,,44.0,21.0,50.0,,,40.0,250.0,13.0,1272.0,1222.0,50.0,,,,,,223.0,199.0,24.0,,,,,,1395.0,1071.0,324.0,,,,800.0,,200.0,3000.0,475.0,,,25.0,3000.0,3250.0,67680.0,67536.0,144.0,,,,14400.0,,60.0,300.0,60.0,,,,700.0,300.0
201904,April 2019,201904,,Kenya,Isiolo County,bzOfj0iwfDH,Isiolo County,KE_County_11,,1080.0,1080.0,,,,,,,176.0,176.0,,,,,,,500.0,,,,,,500.0,,97.0,97.0,,,,,,,,,,,,,40.0,,2000.0,1950.0,50.0,,,,,,2000.0,1500.0,500.0,,,,2000.0,,,,,,,,40.0,
201904,April 2019,201904,,Kenya,Busia County,Tvf1zgVZ0K4,Busia County,KE_County_40,,3438.0,3102.0,907.0,,,480.0,3420.0,91.0,650.0,627.0,30.0,,,7.0,230.0,,4020.0,1987.0,2033.0,,,,50.0,,242.0,237.0,5.0,,,,110.0,,947.0,343.0,609.0,,,5.0,1350.0,,1548.0,1655.0,504.0,14.0,,400.0,2750.0,225.0,104391.0,85505.0,12750.0,,,720.0,5200.0,1784.0,610.0,622.0,42.0,,,,1545.0,54.0
201904,April 2019,201904,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,2992.0,2041.0,121.0,,,240.0,,,132.0,117.0,2.0,,,,,,2990.0,2899.0,101.0,,,,,,230.0,166.0,64.0,,,,,,3109.0,2547.0,305.0,,,,,,1350.0,525.0,825.0,,,,,,3600.0,60048.0,,,,56448.0,,,130.0,100.0,30.0,,,,,
201904,April 2019,201904,,Kenya,Vihiga County,sANMZ3lpqGs,Vihiga County,KE_County_38,,2740.0,2479.0,261.0,,,,,,830.0,704.0,126.0,,,,100.0,,,,,,,,,,100.0,80.0,20.0,,,,,,,,,,,,1000.0,,940.0,725.0,225.0,,,,,,,,,,,,50000.0,,,,,,,,,
201904,April 2019,201904,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,76640.0,72876.0,3764.0,,,,6000.0,,657.0,373.0,397.0,,,,4600.0,,17600.0,16438.0,1162.0,,1000.0,,,,183.0,,70.0,,,,8100.0,,20.0,,20.0,,,,11500.0,,54159.0,45809.0,8350.0,,,,31275.0,,207298.0,228349.0,37576.0,,2448.0,2448.0,186434.0,,22342.0,21139.0,1203.0,,,,6594.0,
201904,April 2019,201904,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,1725.0,1511.0,214.0,,,,,,40.0,26.0,14.0,,,,,,5448.0,4635.0,813.0,,,,,,271.0,238.0,33.0,,,,,,9543.0,9128.0,415.0,,,,,,1625.0,1525.0,350.0,,,250.0,600.0,,57600.0,43200.0,14400.0,,,,7200.0,,117.0,114.0,3.0,,,,,
201904,April 2019,201904,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,25051.0,25458.0,415.0,,,827.0,,,720.0,680.0,40.0,,,,,,8950.0,10000.0,250.0,,,300.0,,1000.0,728.0,870.0,104.0,,,246.0,,,,,165.0,,,165.0,1000.0,,21475.0,21100.0,3985.0,,,3610.0,,,647424.0,460800.0,6624.0,,180000.0,,,,1871.0,1974.0,375.0,,,478.0,,
201904,April 2019,201904,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,5650.0,18296.0,4353.0,,,,,15999.0,,,,,,,600.0,,1000.0,830.0,1170.0,,,,1300.0,1000.0,150.0,60.0,90.0,,,,1100.0,,,,,,,,5300.0,,5450.0,8750.0,1700.0,,,,5000.0,5000.0,42048.0,33264.0,8784.0,,,,72000.0,,,4928.0,72.0,,,,200.0,5000.0
201904,April 2019,201904,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,1705.0,1735.0,436.0,,,,740.0,466.0,182.0,421.0,17.0,,,256.0,220.0,,2728.0,2698.0,30.0,,,,,,357.0,285.0,41.0,,,,531.0,,988.0,788.0,200.0,,,,1666.0,,1590.0,1050.0,540.0,,,,10000.0,,51078.0,46347.0,24603.0,,,,72000.0,14400.0,198.0,198.0,60.0,,,60.0,420.0,
201904,April 2019,201904,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,,,,,,,1044.0,,,,,,,,100.0,,,,,,,,1000.0,,,,,,,,200.0,,607.0,548.0,59.0,,,,,,,,,,,,1000.0,,,,,,,,7200.0,,,,,,,,1000.0,
201904,April 2019,201904,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,,80.0,120.0,,,,,200.0,2.0,2.0,,,,,,,,,,,,,,,50.0,50.0,,,,,,,,,,,,,,,25625.0,24625.0,1000.0,,,,,,,,,,,,,,,,,,,,,
201904,April 2019,201904,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,826.0,2232.0,788.0,,386.0,,,4698.0,138.0,,5.0,,,,,,233.0,,40.0,,,,,1000.0,310.0,,9.0,,2.0,,101.0,,2603.0,1374.0,512.0,,105.0,,,,25.0,5000.0,1125.0,,400.0,2100.0,,11000.0,47058.0,,8620.0,,2880.0,,14400.0,14400.0,,,,,,,100.0,
201904,April 2019,201904,,Kenya,Homa Bay County,nK0A12Q7MvS,Homa Bay County,KE_County_43,,183.0,195.0,,,,12.0,,,100.0,140.0,,,,40.0,,,1700.0,1700.0,,,,,,,1437.0,474.0,,,963.0,,,,,,,,,,,,,,,,,,,,8208.0,21590.0,7210.0,,,20592.0,,,366.0,2004.0,,,,1638.0,,
201904,April 2019,201904,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,31372.0,26133.0,9602.0,,,,1062.0,1440.0,2817.0,3572.0,134.0,,16.0,,,,10321.0,9694.0,982.0,,,,3000.0,,2339.0,3278.0,128.0,,,,100.0,,4623.0,2721.0,1434.0,,1080.0,410.0,6404.0,,25747.0,13835.0,12437.0,,3000.0,500.0,24176.0,,197974.0,138548.0,72254.0,,,,208800.0,,2816.0,3736.0,229.0,,,,,450.0
201904,April 2019,201904,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,,,,,,,840.0,,,200.0,,,,,200.0,,,2200.0,,,,,,,,,,,,,,,,1400.0,40.0,,,,10000.0,1440.0,,3725.0,,275.0,,,,4000.0,,52128.0,,,,,,36000.0,,198.0,,,,,,198.0
202004,April 2020,202004,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,7.0,,7.0,,,,,,,,,,,,,,1000.0,1000.0,,,,,,,150.0,150.0,,,,,,,,,,,,,,,725.0,350.0,375.0,,,,,,7200.0,7200.0,,,,,,,,,,,,,,
202004,April 2020,202004,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,3100.0,4653.0,777.0,,,2330.0,,,,,,,,,,,,,,,,,,,41.0,41.0,,,,,,,,,,,,,,,3675.0,5300.0,1775.0,,,400.0,,3000.0,7056.0,41616.0,1440.0,,,,,36000.0,741.0,2196.0,45.0,,,900.0,,600.0
202004,April 2020,202004,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,9145.0,3714.0,1471.0,,3960.0,,,,,,,,,,,,2854.0,,,,2854.0,,,,262.0,163.0,6.0,,105.0,,,,,,,,,,,,16170.0,9200.0,2800.0,,4170.0,,,,220032.0,104112.0,85680.0,,86400.0,,,,1333.0,1338.0,334.0,,279.0,618.0,,
