periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Combined oral contraceptive Pills Beginning Balance,Combined oral contraceptive Pills Ending Balanc,Combined oral contraceptive Pills Issued/Dispensed,Combined oral contraceptive Pills Losses,Combined oral contraceptive Pills Negative Adjustment (Issued to Other HF),Combined oral contraceptive Pills Positive Adjustment (Receipt from other HF),Combined oral contraceptive Pills Quantity Needed/Requested,Combined oral contraceptive Pills Stock Received,Emergency Pill Beginning Balance,Emergency Pill Ending Balanc,Emergency Pill Issued/Dispensed,Emergency Pill Losses,Emergency Pill Negative Adjustment (Issued to Other HF),Emergency Pill Positive Adjustment (Receipt from other HF),Emergency Pill Quantity Needed/Requested,Emergency Pill Stock Received,Female Condom  Beginning Balance,Female Condom  Ending Balanc,Female Condom  Issued/Dispensed,Female Condom  Losses,Female Condom  Negative Adjustment (Issued to Other HF),Female Condom  Positive Adjustment (Receipt from other HF),Female Condom  Quantity Needed/Requested,Female Condom  Stock Received,IUCD Copper T Beginning Balance,IUCD Copper T Ending Balanc,IUCD Copper T Issued/Dispensed,IUCD Copper T Losses,IUCD Copper T Negative Adjustment (Issued to Other HF),IUCD Copper T Positive Adjustment (Receipt from other HF),IUCD Copper T Quantity Needed/Requested,IUCD Copper T Stock Received,Implants (1-Rod) Beginning Balance,Implants (1-Rod) Ending Balanc,Implants (1-Rod) Issued/Dispensed,Implants (1-Rod) Losses,Implants (1-Rod) Negative Adjustment (Issued to Other HF),Implants (1-Rod) Positive Adjustment (Receipt from other HF),Implants (1-Rod) Quantity Needed/Requested,Implants (1-Rod) Stock Received,Injectables Beginning Balance,Injectables Ending Balanc,Injectables Issued/Dispensed,Injectables Losses,Injectables Negative Adjustment (Issued to Other HF),Injectables Positive Adjustment (Receipt from other HF),Injectables Quantity Needed/Requested,Injectables Stock Received,Male Condom  Beginning Balance,Male Condom  Ending Balanc,Male Condom  Issued/Dispensed,Male Condom  Losses,Male Condom  Negative Adjustment (Issued to Other HF),Male Condom  Positive Adjustment (Receipt from other HF),Male Condom  Quantity Needed/Requested,Male Condom  Stock Received,Progestin only Pills Beginning Balance,Progestin only Pills Ending Balanc,Progestin only Pills Issued/Dispensed,Progestin only Pills Losses,Progestin only Pills Negative Adjustment (Issued to Other HF),Progestin only Pills Positive Adjustment (Receipt from other HF),Progestin only Pills Quantity Needed/Requested,Progestin only Pills Stock Received
201608,August 2016,201608,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,50.0,,,,,,,,10.0,,125.0,85.0,40.0,,,,100.0,,500.0,300.0,200.0,,,,,,,,,,,,,
201608,August 2016,201608,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,4.0,4.0,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,21.0,17.0,,,,,,888.0,864.0,24.0,,,,,,,,,,,,,
201708,August 2017,201708,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,70.0,,,,,,,,125.0,,,,125.0,,,21600.0,20736.0,864.0,,,,,,,,,,,,,
201708,August 2017,201708,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.0,487.0,57.0,,,,,,5925.0,5370.0,555.0,,,,,,,,,,,,,,805.0,746.0,59.0,,,,,
201708,August 2017,201708,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,4066.0,3212.0,816.0,,38.0,,16800.0,,,,,,,,10200.0,,95.0,304.0,,,,,1000.0,,240.0,240.0,,,,,900.0,,1222.0,599.0,121.0,,,,3000.0,,6220.0,3720.0,3400.0,,1500.0,,10500.0,11000.0,131773.0,102829.0,28944.0,,,,107200.0,,90.0,,231.0,,,141.0,9600.0,
201708,August 2017,201708,,Kenya,Meru County,Y52XNJ50hYb,Meru County,KE_County_12,,26.0,1265.0,227.0,,,,,1466.0,,,,,,,,,,,,,,,,,41.0,41.0,,,,,,,71.0,31.0,40.0,,,,,,6275.0,6350.0,925.0,,,,,1000.0,68638.0,67774.0,864.0,,,,,,99.0,60.0,39.0,,,,,
201708,August 2017,201708,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,1470.0,1320.0,150.0,,,,,,140.0,157.0,,,2.0,,,10.0,150.0,150.0,,,,,,,653.0,651.0,7.0,,,,,5.0,1201.0,1399.0,20.0,,,18.0,,200.0,4687.0,16474.0,250.0,,,,,12800.0,35068.0,33196.0,1872.0,,,,,,1570.0,1495.0,72.0,,6.0,,,
201708,August 2017,201708,,Kenya,Kwale County,N7YETT3A9r1,Kwale County,KE_County_2,,,,,,,,200.0,,,,,,,,10.0,,200.0,200.0,,,,,,,,,,,,,,,567.0,567.0,,,,,1000.0,,1950.0,1425.0,525.0,,,,,,,21600.0,,,,21600.0,,,2000.0,200.0,,,,,,
201708,August 2017,201708,,Kenya,Vihiga County,sANMZ3lpqGs,Vihiga County,KE_County_38,,,48.0,,,,,,50.0,,,,,,,100.0,,,,,,,,,,50.0,50.0,,,,,20.0,,60.0,46.0,14.0,,,,,,50.0,33.0,17.0,,,,100.0,,,,,,,,,,,,,,,,100.0,
201708,August 2017,201708,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,240.0,219.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6336.0,6192.0,,,,,,144.0,200.0,800.0,200.0,,200.0,,,1000.0,400.0,400.0,,,,,,,192.0,189.0,3.0,,,,,
201708,August 2017,201708,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,615.0,355.0,260.0,,,,15000.0,,,,,,,,10100.0,,,,,,,,700.0,,199.0,189.0,10.0,,,,500.0,,2915.0,2747.0,168.0,,,,,,7259.0,49800.0,2459.0,,,,,45000.0,13680.0,16416.0,3456.0,,,,4320.0,,1540.0,805.0,735.0,,,,13000.0,
201708,August 2017,201708,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,361.0,337.0,24.0,,,,8440.0,,735.0,735.0,,,,,2000.0,,500.0,500.0,,,,,2000.0,,35.0,35.0,,,,,1000.0,,3177.0,3177.0,,,,,,,9125.0,22475.0,1650.0,,,,1000.0,15000.0,39246.0,38958.0,288.0,,,,100000.0,,1534.0,1276.0,258.0,,,,2720.0,
201708,August 2017,201708,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,,10800.0,,,,,1300.0,,,,,,,,100.0,,129.0,7.0,122.0,,,,300.0,,90.0,90.0,,,,,150.0,,2952.0,2800.0,193.0,,,,2000.0,1440.0,2500.0,2840.0,1700.0,,,,3000.0,4000.0,90.0,,90.0,,,,15000.0,,22640.0,2000.0,,,,,200.0,
201708,August 2017,201708,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,,,,,,,2000.0,,,,,,,,2000.0,,,,,,,,,,,,,,,,500.0,,446.0,232.0,214.0,,,,720.0,,50.0,3425.0,4425.0,,,,1000.0,7800.0,,,,,,,,,3881.0,3851.0,30.0,,,,,
201708,August 2017,201708,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,,,,,,1000.0,,,,,,,,100.0,,,,,,,,1000.0,,115.0,115.0,,,,,,,220.0,2736.0,364.0,,,,,2880.0,250.0,2500.0,150.0,,,,5000.0,2400.0,,,,,,,10000.0,,3390.0,2890.0,,,,,,
201708,August 2017,201708,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,347.0,268.0,415.0,,,,3000.0,340.0,9.0,29.0,,,,,1000.0,20.0,,,,,,,3000.0,,429.0,384.0,35.0,,,,,,804.0,804.0,,,,,,,9950.0,9812.0,138.0,,,,,,204.0,65.0,139.0,,,,5000.0,,1324.0,1757.0,567.0,,,,,1000.0
201708,August 2017,201708,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,72.0,421.0,131.0,,,480.0,1168.0,,,,,,,,250.0,,1905.0,1905.0,,,,,,,275.0,370.0,5.0,,,100.0,,,2756.0,4284.0,282.0,,,1810.0,,,950.0,3784.0,341.0,,,875.0,1000.0,2400.0,82512.0,103824.0,3456.0,,,,,,5122.0,5102.0,47.0,,,27.0,,
201808,August 2018,201808,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,2096.0,1238.0,852.0,,,,7880.0,,566.0,446.0,20.0,,100.0,,2600.0,,,,,,,,2100.0,,520.0,510.0,10.0,,,,1150.0,,648.0,515.0,133.0,,,,2680.0,,2593.0,1968.0,625.0,,,,10100.0,,93280.0,157072.0,8208.0,,,,10000.0,72000.0,4818.0,4728.0,90.0,,,,720.0,
201808,August 2018,201808,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,495.0,661.0,80.0,,,,,246.0,66.0,100.0,5.0,,,,,51.0,162.0,142.0,20.0,,,,,,83.0,83.0,,,,,,,7029.0,7513.0,216.0,,,,,,150.0,,150.0,,,,1000.0,,,36000.0,15840.0,,,,,,85.0,55.0,30.0,,,,,
201808,August 2018,201808,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,8017.0,5324.0,3013.0,,,,28420.0,,448.0,348.0,152.0,,,,10800.0,,1561.0,1501.0,60.0,,,,5000.0,,346.0,333.0,58.0,,18.0,11.0,2600.0,,2804.0,2490.0,684.0,,,,12080.0,,10928.0,5493.0,5660.0,,,,55000.0,,457357.0,291181.0,194976.0,,,,498000.0,,1032.0,1074.0,258.0,,,,16480.0,
201808,August 2018,201808,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,,4550.0,230.0,,,,,4320.0,200.0,140.0,,,60.0,,,,2000.0,1000.0,,,1000.0,,,,150.0,100.0,100.0,,,,,,4824.0,9232.0,,,,,,5184.0,2000.0,1800.0,200.0,,,,,,7200.0,14400.0,7200.0,,,,,14400.0,,,,,,,,
201808,August 2018,201808,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,393.0,240.0,153.0,,,,2400.0,,580.0,560.0,20.0,,,,500.0,,,,,,,,,,,,,,,,,,4.0,,4.0,,,,21600.0,,,,,,,,30000.0,,7200.0,7200.0,,,,,72000.0,,20.0,,20.0,,,,100.0,
201808,August 2018,201808,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,120.0,18473.0,3904.0,,,,,23800.0,961.0,2866.0,1141.0,,,,,3050.0,3399.0,6162.0,2070.0,1127.0,,,,6000.0,1102.0,2552.0,600.0,,,,700.0,2050.0,593.0,4472.0,2515.0,,,684.0,500.0,5680.0,1097.0,10580.0,11617.0,,,100.0,12200.0,21000.0,45816.0,232408.0,101408.0,,,14200.0,20488.0,273600.0,4479.0,7147.0,932.0,,,,,3600.0
201808,August 2018,201808,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,3600.0,1000.0,,,,1000.0,4600.0,59.0,329.0,80.0,,,,,350.0,,,,,,,8000.0,,40.0,30.0,10.0,,,,,,144.0,194.0,21.0,,,,3500.0,71.0,1625.0,6775.0,2850.0,,,,2000.0,8000.0,64800.0,79480.0,7920.0,,,,14400.0,21600.0,2844.0,3354.0,390.0,,,,,900.0
201808,August 2018,201808,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,1625.0,1264.0,361.0,,,,,,791.0,694.0,97.0,,,,,,,,,,,,,,1068.0,1058.0,10.0,,,,,,334.0,300.0,34.0,,,,,,3105.0,2660.0,445.0,,,,,,14354.0,14345.0,,,,,,,12535.0,12515.0,20.0,,,,,
201808,August 2018,201808,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,,,5040.0,,,,7040.0,5040.0,,,,,,,400.0,,,,,,,,2000.0,,,,,,,,1000.0,,2382.0,2166.0,216.0,,,,,,,,,,,,2000.0,,,,,,,,20000.0,,1647.0,1647.0,,,,,,
201808,August 2018,201808,,Kenya,Homa Bay County,nK0A12Q7MvS,Homa Bay County,KE_County_43,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,
201808,August 2018,201808,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,76.0,27.0,30.0,,83.0,,153.0,,10.0,4.0,6.0,,,,32.0,,,,,,,,,,,,,,,,,,30.0,18.0,12.0,,,,54.0,,113.0,21.0,15.0,,77.0,,69.0,,,,,,,,,,140.0,120.0,20.0,,,,,
201808,August 2018,201808,,Kenya,Taita Taveta County,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,5763.0,5619.0,144.0,,,,,,100.0,22.0,,,78.0,,,,,,,,,,,,108.0,108.0,,,,,,,15.0,268.0,,,,253.0,,,1175.0,800.0,375.0,,,,8000.0,,6922.0,60976.0,,,,54054.0,,,3069.0,3039.0,30.0,,,,,
201808,August 2018,201808,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,156.0,,156.0,,,,3000.0,,17.0,117.0,,,,,250.0,100.0,,,,,,,,,,,,,,,,,62.0,2.0,60.0,,,,2000.0,,4900.0,2100.0,2800.0,,,,1200.0,,,,,,,,,,5.0,40.0,5.0,,,,60.0,40.0
201808,August 2018,201808,,Kenya,Trans Nzoia County,mThvosEflAU,Trans Nzoia County,KE_County_26,,,52750.0,3680.0,,,,3000.0,56410.0,514.0,616.0,248.0,,,,2000.0,350.0,,2618.0,182.0,,,,,2800.0,9.0,9.0,,,,,300.0,,752.0,2551.0,1061.0,,,,3000.0,2860.0,1500.0,750.0,3025.0,,,,5700.0,2275.0,11080.0,115848.0,23802.0,,,114170.0,36000.0,14400.0,3675.0,22941.0,2265.0,,,275.0,,21256.0
201808,August 2018,201808,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,296.0,173.0,123.0,,,,600.0,,265.0,253.0,12.0,,,,,,,,,,,,,,287.0,347.0,40.0,,,100.0,100.0,,355.0,152.0,203.0,,,,1200.0,,3550.0,3450.0,100.0,,,,4000.0,,56284.0,37564.0,18720.0,,,,28800.0,,5650.0,5590.0,60.0,,,,50.0,
201808,August 2018,201808,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,80.0,16.0,64.0,,,,176.0,,1630.0,1630.0,,,,,,,,,,,,,,,460.0,366.0,100.0,,,6.0,,,,,,,,,2000.0,,,900.0,1100.0,,,2000.0,2400.0,,144000.0,144000.0,,,,,,,1420.0,1636.0,80.0,,,296.0,,
201808,August 2018,201808,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,,712.0,,,712.0,2750.0,,179.0,62.0,113.0,4.0,,,67.0,,,500.0,,,,,,500.0,106.0,139.0,40.0,,,,,73.0,8.0,,47.0,,1.0,,133.0,40.0,1250.0,370.0,857.0,2.0,46.0,25.0,2270.0,,93600.0,91085.0,2515.0,,,,,,161.0,,290.0,42.0,,,709.0,171.0
201808,August 2018,201808,,Kenya,Meru County,Y52XNJ50hYb,Meru County,KE_County_12,,2700.0,1896.0,804.0,,,,3300.0,,168.0,108.0,60.0,,,,400.0,,3.0,3.0,,,,,,,32.0,17.0,15.0,,,,160.0,,,,,,,,,,3800.0,1725.0,2075.0,,,,5500.0,,45920.0,68112.0,15696.0,,,37888.0,7200.0,,586.0,348.0,238.0,,,,500.0,
201808,August 2018,201808,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,129.0,120.0,59.0,,,,600.0,,45.0,26.0,19.0,,,,120.0,,,,,,,,,,60.0,27.0,33.0,,,,72.0,,87.0,14.0,113.0,,,40.0,2040.0,,425.0,50.0,375.0,,,,1600.0,,14400.0,13680.0,720.0,,,,,,26.0,,26.0,,,,145.0,
201808,August 2018,201808,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,780.0,201.0,569.0,,,,1000.0,,306.0,271.0,35.0,,,,1000.0,,,60.0,,,,,500.0,,247.0,209.0,50.0,,,,500.0,12.0,627.0,252.0,377.0,,,,1000.0,12.0,600.0,125.0,775.0,,,,5000.0,300.0,11500.0,8640.0,2867.0,,,,1000.0,67.0,36.0,,36.0,,,,1000.0,
201908,August 2019,201908,,Kenya,Vihiga County,sANMZ3lpqGs,Vihiga County,KE_County_38,,10134.0,10314.0,121.0,,,,,300.0,674.0,674.0,,,,,,,,,,,,,,,57.0,550.0,7.0,,,,,500.0,,,,,,,,,,825.0,175.0,,,,,1000.0,432.0,20304.0,1728.0,,,,,1600.0,,,,,,,,
201908,August 2019,201908,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,29654.0,28635.0,1019.0,,,,10300.0,,123.0,109.0,24.0,,,,2700.0,,9385.0,9509.0,78.0,,6192.0,202.0,,,100.0,60.0,40.0,,,,10400.0,,,,,,,,4500.0,,18075.0,15475.0,4600.0,,,2000.0,32200.0,,64831.0,196868.0,25355.0,,,13392.0,202600.0,144000.0,13263.0,12322.0,971.0,,,30.0,7001.0,
201908,August 2019,201908,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,16851.0,18382.0,1315.0,,,2846.0,600.0,,,,,,,,,,,,,,,,,,118.0,127.0,,,,9.0,,,,,,,,,1000.0,,,,,,,,3600.0,,16128.0,12960.0,3168.0,,,,,,2359.0,1926.0,583.0,,,150.0,600.0,
201908,August 2019,201908,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,24.0,12.0,12.0,,,,,,,,,,,,,,1000.0,800.0,200.0,,,,,,50.0,50.0,,,,,,,8.0,8.0,,,,,,,200.0,75.0,125.0,,,,,,14544.0,14544.0,,,,,,,,,,,,,,
201908,August 2019,201908,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,,,,,,,,,,,,,,,,,2000.0,2000.0,,,,,,,119.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201908,August 2019,201908,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,50.0,50.0,,,,,2100.0,,635.0,425.0,210.0,,,,400.0,,3215.0,3015.0,200.0,,,,,,164.0,154.0,10.0,,,,,,1903.0,1322.0,581.0,,,,8500.0,,2625.0,750.0,1875.0,,,,17000.0,,45136.0,47440.0,26496.0,,,28800.0,43200.0,,144.0,135.0,9.0,,,,150.0,
201908,August 2019,201908,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,354.0,661.0,214.0,,,200.0,,321.0,,,,,,,560.0,,2330.0,2307.0,23.0,,,,,,430.0,560.0,170.0,,,,1250.0,300.0,996.0,755.0,241.0,,,,3000.0,,3925.0,12400.0,1525.0,,,,10000.0,10000.0,107680.0,95584.0,12096.0,,,,,,465.0,403.0,62.0,,,,2400.0,
201908,August 2019,201908,,Kenya,Busia County,Tvf1zgVZ0K4,Busia County,KE_County_40,,9751.0,6888.0,2928.0,,,50.0,1440.0,9.0,952.0,816.0,96.0,,120.0,80.0,140.0,,2826.0,2826.0,,,,,2000.0,,351.0,291.0,71.0,,6.0,,225.0,10.0,956.0,538.0,463.0,,8.0,16.0,3054.0,25.0,10604.0,9354.0,1258.0,10.0,345.0,83.0,3950.0,280.0,158921.0,151205.0,5103.0,,3771.0,,12144.0,576.0,1266.0,1287.0,117.0,,,99.0,1314.0,39.0
201908,August 2019,201908,,Kenya,Isiolo County,bzOfj0iwfDH,Isiolo County,KE_County_11,,880.0,880.0,,,,,,,164.0,40.0,124.0,,,,200.0,,800.0,720.0,20.0,,,,,,97.0,97.0,,,,,,,,,,,,,20.0,,150.0,100.0,,,,,500.0,,1000.0,500.0,500.0,,,,7200.0,,5.0,5.0,,,,,20.0,
201908,August 2019,201908,,Kenya,Trans Nzoia County,mThvosEflAU,Trans Nzoia County,KE_County_26,,25032.0,54731.0,3901.0,,,,2070.0,33600.0,241.0,245.0,20.0,,,24.0,5000.0,,4339.0,5773.0,566.0,,,,,2000.0,297.0,2062.0,135.0,,,,100.0,1900.0,13.0,33.0,10.0,,,30.0,40000.0,,2200.0,11025.0,7175.0,,,,23000.0,16000.0,2304.0,79344.0,72144.0,,15984.0,,128000.0,165600.0,1740.0,2975.0,611.0,,,,900.0,1441.0
201908,August 2019,201908,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,30276.0,28275.0,2001.0,,,,5100.0,,47.0,47.0,,,,,2000.0,,2770.0,2660.0,110.0,,,,,,1006.0,816.0,60.0,,,,1200.0,,285.0,134.0,149.0,,,,5053.0,,4775.0,2975.0,1800.0,,,,15675.0,,47808.0,45792.0,2016.0,,,,,,5944.0,4216.0,1734.0,,,,7600.0,
201908,August 2019,201908,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,24446.0,55954.0,892.0,,960.0,33360.0,100.0,,2135.0,2635.0,100.0,,100.0,700.0,,,7200.0,14240.0,50.0,,146.0,7236.0,2000.0,,2104.0,1816.0,52.0,,400.0,164.0,,,2117.0,1211.0,907.0,,144.0,145.0,7520.0,,2935.0,14640.0,6933.0,,2600.0,2600.0,16500.0,19650.0,118468.0,217820.0,35720.0,,4632.0,126744.0,230400.0,12960.0,2145.0,2314.0,217.0,,468.0,606.0,400.0,40.0
201908,August 2019,201908,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,18586.0,18233.0,3473.0,,480.0,600.0,1207.0,3000.0,125.0,37.0,88.0,,,,551.0,,2963.0,9405.0,1623.0,,,150.0,1321.0,8000.0,1354.0,1529.0,356.0,69.0,,100.0,1175.0,500.0,1820.0,1313.0,545.0,,,,4529.0,,3570.0,9811.0,2709.0,,,900.0,4013.0,8000.0,216376.0,394780.0,65388.0,,,36000.0,1926.0,122400.0,11409.0,10356.0,3056.0,,180.0,283.0,4845.0,1800.0
201908,August 2019,201908,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,1206.0,1033.0,153.0,,20.0,,,,8.0,23.0,5.0,,,20.0,,,1701.0,1131.0,570.0,,,,,,84.0,200.0,,,,116.0,,,3319.0,7911.0,102.0,,,4694.0,,,74.0,15.0,134.0,,,75.0,,,7200.0,79400.0,7600.0,,,36600.0,,43200.0,39.0,9.0,30.0,,,,,
201908,August 2019,201908,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,1679.0,1679.0,,,,,,,72.0,67.0,5.0,,,,,,2000.0,,,,,,,,150.0,150.0,,,,,,,1971.0,1971.0,,,,,,,275.0,1250.0,2625.0,,,,,3600.0,,165100.0,122900.0,,,,,288000.0,,,,,,,,
201908,August 2019,201908,,Kenya,Meru County,Y52XNJ50hYb,Meru County,KE_County_12,,,,,,,,5000.0,,,,,,,,,,840.0,750.0,90.0,,,,,,,100.0,,,,100.0,,,,,,,,,4000.0,,,,,,,,3000.0,,,,,,,,,,,,,,,,1000.0,
201908,August 2019,201908,,Kenya,Garissa County,uyOrcHZBpW0,Garissa County,KE_County_7,,38.0,36.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,,,,,,575.0,100.0,350.0,250.0,,,100.0,,,,,,,,,,,,,,,,20.0,
201908,August 2019,201908,,Kenya,Homa Bay County,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1033.0,1382.0,51.0,,,,,400.0,100.0,100.0,,,,,,,3439.0,300.0,,,3139.0,,,,592.0,662.0,30.0,,,,,100.0,,,,,,,,,365.0,1750.0,215.0,,,,,1600.0,23740.0,26712.0,4228.0,,,7200.0,,,722.0,183.0,30.0,,628.0,,,118.0
201908,August 2019,201908,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,10911.0,9959.0,953.0,,,,300.0,,565.0,505.0,100.0,,,40.0,,,9332.0,9317.0,15.0,,,,20.0,,805.0,805.0,,,,,,,,94.0,50.0,,,144.0,200.0,,7850.0,5875.0,1100.0,,,,1500.0,600.0,259344.0,259344.0,,,,,,,189.0,119.0,105.0,,,,,35.0
201908,August 2019,201908,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,648.0,558.0,90.0,,,,200.0,,154.0,120.0,34.0,,,,50.0,,1653.0,1903.0,50.0,,,300.0,,,130.0,160.0,20.0,,,,100.0,50.0,326.0,205.0,175.0,,,30.0,1000.0,24.0,1250.0,1600.0,850.0,,,200.0,1000.0,1000.0,52592.0,58652.0,37140.0,,,7200.0,21600.0,36000.0,,,,,,,300.0,
201908,August 2019,201908,,Kenya,Baringo County,vvOK1BxTbet,Baringo County,KE_County_30,,264.0,77.0,187.0,,,,600.0,,,,,,,,,,,,,,,,,,43.0,43.0,,,,,,,,,,,,,500.0,,,,125.0,,,,2000.0,125.0,21600.0,21600.0,,,,,,,,,,,,,600.0,
201908,August 2019,201908,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,12.0,60.0,12.0,,,,60.0,60.0,17.0,17.0,,,,,,,,,,,,,,,,1.0,,,,,25.0,,,,,,,,50.0,,51.0,37.0,14.0,,,,25.0,,550.0,445.0,5.0,,,,2000.0,,,28.0,2.0,,,,30.0,30.0
201908,August 2019,201908,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,62.0,515.0,81.0,,,,,534.0,3.0,2.0,1.0,,,,100.0,,7056.0,7056.0,,,,,1000.0,,428.0,428.0,,,,,,,2880.0,870.0,437.0,,,,,,2275.0,3100.0,3575.0,,,,,4400.0,,,,,,,1000.0,,,,,,,,100.0,
201908,August 2019,201908,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,10295.0,9274.0,1489.0,,,,1200.0,468.0,,,,,,,700.0,,2902.0,2791.0,111.0,,,,,,395.0,1044.0,65.0,,,14.0,200.0,700.0,,,72.0,,,,3000.0,72.0,1025.0,7900.0,1650.0,,,,5900.0,8550.0,11757.0,19790.0,6417.0,,,,36100.0,14450.0,231.0,36.0,228.0,,3.0,,2648.0,33.0
202008,August 2020,202008,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,41586.0,38181.0,3585.0,,1296.0,1476.0,3672.0,,162.0,119.0,43.0,,,,500.0,,3170.0,2956.0,254.0,,,40.0,,,285.0,259.0,20.0,,50.0,44.0,180.0,,1388.0,237.0,629.0,,522.0,,4097.0,,20825.0,15225.0,4300.0,,1300.0,,4175.0,,660902.0,571932.0,58154.0,,40320.0,9504.0,,,2921.0,2891.0,30.0,,,,900.0,
202008,August 2020,202008,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,12.0,9.0,3.0,,,,1000.0,,,,,,,,,,62.0,62.0,,,,,,,255.0,155.0,100.0,,,,300.0,,,,,,,,,,75.0,,75.0,,,,1000.0,,4896.0,2016.0,2880.0,,,,7200.0,,27.0,6.0,21.0,,,,1000.0,
202008,August 2020,202008,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,6292.0,4683.0,1612.0,3.0,,,72000.0,,15.0,15.0,,,,,5000.0,,,,,,,,2000.0,,17.0,13.0,4.0,,,,2000.0,,260.0,,260.0,,,,43200.0,,2116.0,523.0,2493.0,,,,40000.0,100.0,26988.0,651.0,3049.0,,,,720000.0,,2070.0,1229.0,841.0,,,,18000.0,
