periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Estimated Number of Pregnant Women,FP Attendance New clients,FP Attendance Re-visits,MOH 711 Adolescent 10-14 yrs Receiving FP Services New clients,MOH 711 Adolescent 10-14 yrs Receiving FP Services Re-visits,MOH 711 Adolescent 15-19 Yrs Receiving FP Services New clients,MOH 711 Adolescent 15-19 Yrs Receiving FP Services Re-visits,MOH 711 Adolescent 20-24 Yrs Receiving FP Services New clients,MOH 711 Adolescent 20-24 Yrs Receiving FP Services Re-visits,MOH 711 Client receiving Male condoms New clients,MOH 711 Client receiving Male condoms Re-visits,MOH 711 Clients Counselled Natural Family Planning New clients,MOH 711 Clients Counselled Natural Family Planning Re-visits,MOH 711 Clients receiving Female Condoms New clients,MOH 711 Clients receiving Female Condoms Re-visits,MOH 711 Emergency contraceptive pill New clients,MOH 711 Emergency contraceptive pill Re-visits,MOH 711 Pills Combined oral contraceptive New clients,MOH 711 Pills Combined oral contraceptive Re-visits,MOH 711 Pills progestin only New clients,MOH 711 Pills progestin only Re-visits,MOH 711 Rev 2020_Adults 25+ receiving FP Services New clients,MOH 711 Rev 2020_Adults 25+ receiving FP Services Re-visits,MOH 711 Rev 2020_Clients given cycle beads New clients,MOH 711 Rev 2020_Clients given cycle beads Re-visits,MOH 711 Rev 2020_Clients receiving post abortion FP New clients,MOH 711 Rev 2020_Clients receiving post abortion FP Re-visits,MOH 711 Rev 2020_FP Injections DMPA- IM New clients,MOH 711 Rev 2020_FP Injections DMPA- IM Re-visits,MOH 711 Rev 2020_FP Injections DMPA- SC New clients,MOH 711 Rev 2020_FP Injections DMPA- SC Re-visits,MOH 711 Rev 2020_IUCD Insertion Hormonal Ist Time Insertion,MOH 711 Rev 2020_IUCD Insertion Hormonal Re-insertion,MOH 711 Rev 2020_IUCD Insertion Non Hormonal Ist Time Insertion,MOH 711 Rev 2020_IUCD Insertion Non Hormonal Re-insertion,MOH 711 Rev 2020_Implants insertion 1 Rod Ist Time Insertion,MOH 711 Rev 2020_Implants insertion 1 Rod Re-insertion,MOH 711 Rev 2020_Implants insertion 2 Rod Ist Time Insertion,MOH 711 Rev 2020_Implants insertion 2 Rod Re-insertion,MOH 711 Rev 2020_Post parturm FP 4weeks to 6weeks New clients,MOH 711 Rev 2020_Post parturm FP 4weeks to 6weeks Re-visits,MOH 711 Rev 2020_Post parturm FP within 48 Hours New clients,MOH 711 Rev 2020_Post parturm FP within 48 Hours Re-visits,MOH 711 Rev 2020_Voluntary Surgical Contraception Vasectomy Ist Time Insertion,MOH 711 Rev 2020_Voluntary Surgical Contraception Vasectomy Re-insertion,MOH 711 Rev 2020_Voluntary surgical contraception BTL Ist Time Insertion,MOH 711 Rev 2020_Voluntary surgical contraception BTL Re-insertion,Population Growth Rate,Total Population,Women of childbearing age (15–49yrs)
2021Q2,April - June 2021,2021Q2,,Kenya,Elgeyo Marakwet County,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,17064.25,3440,5138,5,,416,241,931,1375,226,345,1054,15,6,,51,6,608,725,93,66,1314,3078,5,,32,,1033,3265,,,6,3,34,2,296,143,1003,425,91,,88,16,,,19,,2.73,485079.02,114290.87
2021Q2,April - June 2021,2021Q2,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,64841.35,16177,41133,36,16,3063,2544,4315,8231,1949,1839,2183,1,159,625,234,155,2845,4379,537,439,8126,21969,16,,106,,4785,19289,224,750,81,47,435,177,1359,637,5881,3845,2004,152,706,58,,,16,,2.34,1980106.05,473686.23
2021Q2,April - June 2021,2021Q2,,Kenya,Nyamira County,uepLTG8wGWJ,Nyamira County,KE_County_46,,21253.77,10220,16452,79,12,3185,1133,3122,4249,3343,1749,1806,100,151,73,338,77,1461,1664,496,344,3002,9354,2,,18,,5276,14399,173,267,126,14,266,71,2059,696,1332,527,860,,129,136,,,19,,2.1,639969.66,162033.07
2021Q2,April - June 2021,2021Q2,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,41940.1,4409,3559,8,11,474,261,1294,995,2588,135,2898,84,730,6,58,,402,248,117,52,1141,1466,84,,43,1,2280,2115,148,132,9,4,9,8,601,147,214,52,340,6,752,8,18,,1,,1.9,1005583.98,224149.89
2021Q2,April - June 2021,2021Q2,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,39464.88,10809,17834,213,181,617,558,2763,3548,1350,720,977,12,336,29,637,88,2391,3311,1596,1013,4602,8903,,,85,,4105,9676,263,317,101,16,700,154,972,439,1839,531,727,2,56,135,,,10,,3.6,1185285.64,321595.92
2021Q2,April - June 2021,2021Q2,,Kenya,Muranga County,ahwTMNAJvrL,Muranga County,KE_County_21,,26855.42,7066,20607,12,,464,473,1493,3242,702,739,387,25,11,18,266,99,1721,6622,1527,1817,2971,12960,4,,21,1,1839,8468,17,118,47,25,331,166,387,175,1469,871,1291,35,107,,,,29,,,1102321.94,261336.01
2021Q2,April - June 2021,2021Q2,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,66372.16,27164,39538,3,,1492,1167,6773,7183,5201,3031,1332,102,1049,180,1707,96,5642,10668,4899,4363,14850,23890,8,,256,,5936,14437,321,565,114,62,2064,557,1165,578,4923,1782,3114,71,237,44,1,,59,,2.23,2537789.15,751809.25
2021Q2,April - June 2021,2021Q2,,Kenya,Bomet County,HMNARUV2CW4,Bomet County,KE_County_36,,28510.89,6676,17879,52,2,716,785,2338,4126,982,1243,241,33,6,,63,149,778,684,682,1244,4262,1451,,,2,,3279,14164,49,61,31,3,62,2,874,418,1242,443,130,16,27,,,,44,,2.5,925676.9,229458.35
2021Q2,April - June 2021,2021Q2,,Kenya,Baringo County,vvOK1BxTbet,Baringo County,KE_County_30,,23443.77,3975,6570,52,14,382,194,968,1060,1723,510,425,26,276,87,202,75,382,437,184,154,1041,3686,5,,16,,1750,4568,107,147,44,10,54,11,956,298,364,137,122,2,14,23,,,2,,2.93,708617.58,161146.5
2021Q2,April - June 2021,2021Q2,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,55010.29,13425,31963,19,20,2063,1442,3555,7593,1335,996,3508,9,91,126,151,12,2233,3169,912,527,7568,20877,6,,125,,5597,20328,107,502,65,50,424,82,1630,931,4356,1944,1255,41,242,28,,,31,,,1555513.32,382968.77
2021Q2,April - June 2021,2021Q2,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,23965.34,6163,20243,2,,321,296,1141,3230,602,586,318,69,4,16,132,54,1657,3554,749,689,3554,14557,3,,30,,1840,12063,49,307,49,29,180,41,238,145,1638,1345,632,6,290,14,,,31,,1.16,1020204.92,238698.03
2021Q2,April - June 2021,2021Q2,,Kenya,Uasin Gishu County,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,38923.36,11961,20228,11,3,931,721,2996,4435,1790,352,2676,2,67,14,249,,1677,2371,658,410,5605,12788,17,,136,,4451,12324,75,52,41,55,735,220,1385,410,3485,1339,1473,15,97,67,,,21,,,1232932.1,335592.57
2021Q2,April - June 2021,2021Q2,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,158812.9,47660,65099,125,80,4016,2251,10272,14173,23432,35670,6630,30,869,772,1425,227,12409,21067,8503,8230,19383,37314,1829,,438,5,5320,12282,1137,591,234,94,3143,801,1836,1274,9944,4103,6308,251,843,158,16,,47,,,4683314,1505815.48
2022Q2,April - June 2022,2022Q2,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,26724.78,7465,20049,3,8,765,948,1943,4863,3795,904,3413,20,81,54,395,,981,1786,220,145,4263,14175,21,,30,,4677,19147,68,149,1,,77,77,1069,573,1182,569,277,65,34,2,,,18,,,955763.47,238929.4
2023Q2,April - June 2023,2023Q2,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,42429.75,13235,27009,4,,3224,2228,4062,5516,1127,1609,1943,20,21,20,959,,1851,3223,852,696,4344,16326,3,,69,1,3321,13130,363,1814,72,41,668,189,1698,320,3465,1094,1038,134,86,22,2,,12,,,1359954.1,397486
2024Q2,April - June 2024,2024Q2,,Kenya,Kwale County,N7YETT3A9r1,Kwale County,KE_County_2,,40447,8797,27835,8,9,863,1087,2238,5884,676,1490,3192,222,8,,250,230,824,1032,405,276,3761,16224,4,,114,,4243,20182,28,484,53,24,73,31,942,523,1246,624,1750,68,435,156,,,19,,3.8,1043471,247500
2024Q2,April - June 2024,2024Q2,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,37274,11626,41820,3,4,940,1357,3362,7915,3810,3985,1219,431,43,20,805,403,3277,4742,893,1110,9990,19489,9,,90,51,4926,27887,92,744,71,19,313,41,1362,606,1576,1128,1150,236,190,44,,,8,,2,1592881,417223
2024Q2,April - June 2024,2024Q2,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,28309,6491,18512,4,1,688,709,1936,4395,937,664,2156,211,83,7,810,174,1105,1026,438,313,3076,12786,,,135,,4259,16229,505,782,35,8,75,38,1099,645,970,648,515,,46,136,,,6,,1.8,1011029,252625
2024Q2,April - June 2024,2024Q2,,Kenya,Bomet County,HMNARUV2CW4,Bomet County,KE_County_36,,31224,7236,17559,25,13,825,663,2351,3567,857,1105,1040,536,50,84,216,111,612,489,200,361,6482,4699,,,15,,3429,9746,991,1575,54,22,48,1,816,515,2074,1397,287,120,12,76,,,63,,2.5,1012433,251118
2024Q2,April - June 2024,2024Q2,,Kenya,Nyamira County,uepLTG8wGWJ,Nyamira County,KE_County_46,,23961,12264,29759,133,9,3873,3479,2681,5669,1376,1088,2827,483,19,19,538,169,1288,2319,649,591,3971,17818,,,64,,3394,13738,2100,7199,21,26,402,17,2659,809,1511,739,2534,70,795,37,,,22,,2.1,704734,176925
2024Q2,April - June 2024,2024Q2,,Kenya,Vihiga County,sANMZ3lpqGs,Vihiga County,KE_County_38,,20187,3706,12044,6,,1175,658,1041,2148,311,407,1170,779,14,18,119,67,568,702,51,53,1709,7153,1,,77,1,780,4258,731,1866,76,15,118,35,1220,774,1216,776,754,56,495,124,,,9,,2.61,683262,162188
2024Q2,April - June 2024,2024Q2,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,61097,13676,34986,29,2,5939,3509,2994,8135,949,1888,1401,185,46,38,347,118,1806,4502,545,418,4315,23632,27,,53,,5715,21480,1039,1674,24,19,312,65,3089,997,2763,1149,2649,225,231,20,,,29,,3.3,1725900,424996
2024Q2,April - June 2024,2024Q2,,Kenya,Elgeyo Marakwet County,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,18939,2812,10512,1,1,279,333,721,2215,308,187,2139,141,,,78,3,175,241,60,56,1040,7025,3,,43,,1215,7883,169,550,,,36,4,23,12,826,555,176,22,104,14,,,24,,2.95,538015,126811
2024Q2,April - June 2024,2024Q2,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,26248,6863,35568,2,9,742,885,1824,6489,615,1169,693,17,13,5,236,60,2029,2762,552,391,2851,26374,3,,76,1,2055,26230,11,31,6,1,216,28,1190,566,2234,1947,1629,20,1660,197,,,47,,2.3,1101473,253333
2024Q2,April - June 2024,2024Q2,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,35308,10748,23274,30,12,2441,1657,2700,4736,2009,2843,2774,357,75,21,526,248,1117,851,503,520,4349,12594,144,,131,2,3669,12080,665,2130,23,13,198,73,2134,1106,2490,1371,1698,96,660,62,1,,89,,2,1150131,237857
2024Q2,April - June 2024,2024Q2,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,68382,13262,34665,67,26,3481,4188,3700,8042,1050,1239,2569,168,90,82,715,645,1707,2271,535,417,4974,21430,1,,318,,4555,22655,798,804,58,8,169,54,2732,1272,3362,1924,2923,63,456,49,,,24,,3.2,1973940,454863
2024Q2,April - June 2024,2024Q2,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,43837,12980,33118,16,9,3953,3996,2760,6285,1362,10182,2118,1369,51,18,1663,361,3055,7057,744,593,5133,21373,,,25,7,3305,11864,1015,4334,76,14,371,139,1516,436,2640,1361,1026,174,43,34,1,,12,,,1404999,410651
2024Q2,April - June 2024,2024Q2,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,19135,3820,12074,22,13,338,373,1077,2323,362,490,544,4,50,4,147,1,615,2221,444,584,1848,8750,33,,9,,1095,5399,390,1211,21,2,121,64,863,350,515,280,740,7,125,132,,,3,,2.9,605534,145327
2024Q2,April - June 2024,2024Q2,,Kenya,Kitui County,j8o6iO4Njsi,Kitui County,KE_County_15,,37526,7720,29689,12,32,873,757,1888,4939,656,800,1213,165,5,5,271,142,864,1984,456,358,2548,19587,8,,33,,3089,21709,281,410,9,15,131,36,1992,1189,1351,1355,976,3,297,73,,,12,,,1304665,322647
2024Q2,April - June 2024,2024Q2,,Kenya,Meru County,Y52XNJ50hYb,Meru County,KE_County_12,,51030,12838,20485,178,118,1091,865,2505,3381,3057,3386,732,139,161,66,755,308,1471,1877,797,642,5281,11017,1,,51,33,3761,8854,1678,3541,110,63,270,150,1489,697,1289,869,671,16,99,,,,18,,2.1,1756770,450391
2024Q2,April - June 2024,2024Q2,,Kenya,Kericho County,ihZsJ8alvtb,Kericho County,KE_County_35,,31147,9487,15964,20,22,1012,1457,2473,2760,653,789,320,180,,1,242,171,938,1002,341,281,5410,5011,2,,74,,3158,8170,125,182,21,2,179,33,1469,704,1761,1099,501,59,24,1,,,51,,2.9,1043573,264675
2024Q2,April - June 2024,2024Q2,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,43539,11460,18387,15,11,992,729,3115,4163,1117,2157,877,146,20,13,716,300,1641,2202,1087,921,5680,11967,3,,35,,3961,9079,997,2390,64,9,484,150,1174,397,2257,777,1179,36,133,5,,,20,,,1307496,354857
2024Q2,April - June 2024,2024Q2,,Kenya,Trans Nzoia County,mThvosEflAU,Trans Nzoia County,KE_County_26,,35578,7197,25505,25,2,1070,1581,2405,6504,1960,3357,1729,471,75,105,380,177,799,1402,276,201,3391,17233,3,,32,1,2333,13929,1126,4426,29,33,229,69,929,529,1951,1508,1087,1,200,3,,,1,,2.94,1150660,276897
2024Q2,April - June 2024,2024Q2,,Kenya,Busia County,Tvf1zgVZ0K4,Busia County,KE_County_40,,32280,9746,10463,9,8,6841,1664,1092,2068,273,1569,432,155,4,1,107,87,705,892,54,90,1044,5593,3,,95,,1613,5024,314,384,22,12,927,214,2485,879,4411,1438,241,43,99,3,,,6,,2.33,1037986,252295
2024Q2,April - June 2024,2024Q2,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,43653,14576,26233,50,4,6744,3615,2552,5140,2165,1871,1386,61,36,85,403,115,1371,2046,477,380,3605,12206,,,22,,4152,11310,1998,4264,157,82,300,94,2847,542,2282,1350,856,43,79,212,1,,57,,,1455145,343128
2024Q2,April - June 2024,2024Q2,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,71817,13001,58625,40,14,3309,3878,3969,10867,4071,4382,5453,652,35,51,297,381,1843,3085,366,310,5399,35349,2,,218,,3077,24764,2062,10981,210,35,422,243,3141,1745,4403,3274,3842,79,2337,286,1,,15,,2.93,2181026,523862
2024Q2,April - June 2024,2024Q2,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,12969,3201,13470,5,,188,281,750,2232,225,274,754,40,6,4,109,94,627,1615,274,234,1571,10288,,,,,882,7845,494,1607,21,10,79,18,589,261,422,278,223,19,23,100,,,7,,2.67,450319,113568
2024Q2,April - June 2024,2024Q2,,Kenya,Mandera County,R6f9znhg37c,Mandera County,KE_County_9,,37621,2703,892,20,7,56,16,211,56,1696,335,550,132,6,6,10,1,219,118,214,107,241,70,3,,4,,402,290,59,23,2,1,,1,205,32,134,17,12,,9,,,,1,,3,1101553,224035
2024Q2,April - June 2024,2024Q2,,Kenya,West Pokot County,XWALbfAPa6n,West Pokot County,KE_County_24,,34670,3849,6061,16,5,587,584,1231,1638,1013,217,952,40,,,31,40,433,438,871,116,1185,2840,3,,5,,1378,2963,260,324,12,8,28,5,1133,420,530,297,52,,34,33,,,8,,4.07,770457,164877
2024Q2,April - June 2024,2024Q2,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,78462,25245,64867,15,4,7363,4768,6788,13807,7796,7000,1567,62,469,31,1597,251,4003,9420,1601,1828,9816,45922,12,,102,8,6133,30822,1462,6184,165,41,1033,394,4604,1286,5275,2756,2214,471,533,338,1,,60,,2.9,2473361,650162
2024Q2,April - June 2024,2024Q2,,Kenya,Nyeri County,ptWVfaCIdVx,Nyeri County,KE_County_19,,19310,5026,18273,10,14,195,213,1383,2371,438,674,104,35,78,7,662,116,1074,4181,589,836,2597,12863,,,96,,1084,4591,555,3507,121,41,425,185,725,300,665,433,836,2,94,45,,,20,,,846952,212693
2024Q2,April - June 2024,2024Q2,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,55062,30748,35668,749,101,17693,6002,7864,10637,2210,1670,3351,416,258,249,742,244,1461,1410,346,302,4381,17263,10,,106,2,6566,12686,2233,4141,129,16,1028,220,8633,3021,12803,4770,2529,183,741,79,,,82,,,1352907,319601
2024Q2,April - June 2024,2024Q2,,Kenya,Kisumu County,tAbBVBbueqD,Kisumu County,KE_County_42,,46466,15811,32316,28,16,7392,7264,4099,6243,3819,4946,4730,1364,213,46,281,145,5057,3926,743,602,6910,10713,,,78,47,3366,12569,1345,3542,232,38,461,116,4923,1447,4100,1792,2534,298,650,60,,,21,,2.1,1348576,339854
2024Q2,April - June 2024,2024Q2,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,52159,8980,17412,44,14,2333,1254,2646,5340,427,184,944,5,16,,331,226,1315,1601,232,162,3170,10599,2,,22,,3899,11009,899,1859,22,22,109,30,1790,648,1990,1016,831,18,121,20,,,4,,3.65,1384789,305667
2024Q2,April - June 2024,2024Q2,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,71849,27970,46810,11,7,1226,1728,6720,8273,7484,6283,1033,87,14,8,2825,658,5486,12551,4202,4212,14654,28053,3,,60,3,6993,17379,1223,1631,122,38,1302,566,1949,962,2093,1223,2977,71,209,59,,,45,,2.02,4743588,839667
2020Q1,January - March 2020,2020Q1,,Kenya,Bomet County,HMNARUV2CW4,Bomet County,KE_County_36,,27782,6243,11615,20,11,719,780,2386,3321,2157,65,64,305,1,,69,255,850,971,118,97,,,,,,,,,,,,,,,,,,,,,,,1,,5,,2.43,902047,223603
2021Q1,January - March 2021,2021Q1,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,55161,10642,26958,36,75,1308,1286,2774,6523,1033,819,1574,186,70,42,150,192,1211,2313,367,490,4942,17760,6,,97,,4861,19778,98,183,30,34,298,92,1581,716,2426,1349,763,7,230,30,,,9,,,1559775,384018
2021Q1,January - March 2021,2021Q1,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,32366,8471,11967,35,23,1013,560,2140,2261,1503,1758,1183,90,64,118,99,85,730,457,214,289,4827,3800,22,,10,2,3439,6783,100,134,19,,154,15,844,364,1900,850,344,,179,51,,,25,,1.7,1053107,217796
2021Q1,January - March 2021,2021Q1,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,15929,7168,16563,6,12,244,337,813,2525,149,109,162,24,30,34,53,170,759,3271,529,660,1856,11026,,,4,,1385,9757,6,46,21,172,205,83,582,304,560,272,405,1,28,3,,,4,,,637649,163334
2021Q1,January - March 2021,2021Q1,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,40076,9720,19027,7,,880,549,3277,3860,1310,1007,977,111,237,282,502,242,1055,3198,506,797,4763,10579,6,,60,,3111,10442,125,385,93,22,452,117,2522,894,1882,820,389,11,29,,,,7,,,1284666,375462
2021Q1,January - March 2021,2021Q1,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,61766,14758,37040,47,29,2126,2120,4434,8792,1506,1357,1348,241,93,35,464,680,1530,2122,563,483,6013,21226,3,,409,3,6246,25988,127,170,6,3,258,56,1602,492,4085,1928,1796,89,582,121,,,47,,3.2,1787575,421554
2021Q1,January - March 2021,2021Q1,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,34905,18536,46021,16,57,975,807,4577,6952,6066,12721,835,142,179,169,1001,518,3568,4949,1351,2118,18521,29297,21,,18,3,7319,29294,284,865,90,17,301,77,1420,448,1463,905,1190,241,71,,,,14,,2,1488770,389967
2021Q1,January - March 2021,2021Q1,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,40301,10904,10953,59,34,2662,671,2486,2184,1668,2817,469,95,121,9,397,157,887,849,378,386,3659,4989,3,,39,29,3070,5680,184,133,118,45,311,114,2427,567,2654,503,602,36,176,9,,,32,,2.83,1341240,316508
2021Q1,January - March 2021,2021Q1,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,11933,5177,14485,3,8,341,304,1205,2363,670,396,933,210,45,10,161,173,811,1579,422,326,2766,10309,,,1,,2288,10809,1,1,20,9,205,38,227,82,1050,451,288,2,36,,,,14,,2.58,414621,104605
2021Q1,January - March 2021,2021Q1,,Kenya,Kisumu County,tAbBVBbueqD,Kisumu County,KE_County_42,,39891,10355,15554,33,17,1312,716,2557,3435,1690,1873,1329,203,61,44,370,127,1204,664,490,492,5440,4142,1,,94,6,3810,9323,202,535,69,12,332,81,1137,473,2609,629,814,19,174,4,2,,18,,2.1,1228740,319931
2021Q1,January - March 2021,2021Q1,,Kenya,Nyeri County,ptWVfaCIdVx,Nyeri County,KE_County_19,,18046,4928,23064,18,44,192,246,1030,2869,775,1529,115,5,6,75,379,173,1214,5859,854,1533,2454,15428,,,212,,1878,11248,82,186,83,20,583,180,186,93,610,386,923,141,15,39,,,32,,1.7,793200,199333
2021Q1,January - March 2021,2021Q1,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,46921,12166,14667,36,14,1274,884,3109,3586,1561,1025,1502,37,14,18,374,159,608,714,251,204,5181,8145,112,,39,,5761,11379,97,357,48,3,149,74,861,192,2480,995,277,10,23,13,,,2,,3.55,1243150,274450
2021Q1,January - March 2021,2021Q1,,Kenya,Busia County,Tvf1zgVZ0K4,Busia County,KE_County_40,,29517,4852,10250,21,17,2038,600,1574,2468,398,2742,406,2,1,3,87,132,991,680,326,117,1566,6112,13,,29,1,1671,4512,37,55,92,33,613,118,2103,1292,2370,909,321,3,25,,1,4,13,,3.4,949104,230672
2021Q1,January - March 2021,2021Q1,,Kenya,Nyamira County,uepLTG8wGWJ,Nyamira County,KE_County_46,,21312,9219,15458,35,7,1826,843,2760,3384,2659,1217,664,3,141,82,267,169,1050,1077,594,301,2557,6260,2,,16,3,4835,12244,198,366,86,22,143,31,2257,950,732,276,502,,69,,,,24,,2.1,641723,162477
2021Q1,January - March 2021,2021Q1,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,65019,16222,35628,55,30,2676,2026,4951,7065,3192,1375,1976,58,168,29,259,326,2451,3034,768,392,6199,19186,12,,128,,7193,17309,937,2411,163,47,301,66,1230,739,5373,3225,1599,55,382,72,,,6,,2.34,1985531,474984
2021Q1,January - March 2021,2021Q1,,Kenya,West Pokot County,XWALbfAPa6n,West Pokot County,KE_County_24,,30563,3931,3919,19,8,663,388,1148,993,1181,241,1136,37,79,2,10,16,297,237,99,90,1405,1552,19,,,,1573,2593,14,19,9,,28,6,929,221,419,104,58,,40,,,,7,,3.1,678772,145414
2021Q1,January - March 2021,2021Q1,,Kenya,Isiolo County,bzOfj0iwfDH,Isiolo County,KE_County_11,,7923,1743,1760,,,125,101,424,655,804,408,310,19,,,50,5,257,298,82,21,921,1305,,,1,,596,1373,14,,10,4,18,1,527,101,155,55,17,,4,,,,6,,2.32,273697,64544
2021Q1,January - March 2021,2021Q1,,Kenya,Trans Nzoia County,mThvosEflAU,Trans Nzoia County,KE_County_26,,32553,7829,7763,8,,970,509,2736,2266,1338,269,584,178,111,12,96,109,823,791,179,123,2532,3074,,,20,2,3761,5966,168,244,40,8,113,12,1496,357,1696,643,210,2,13,,,,3,,2.73,1053002,253335
2022Q1,January - March 2022,2022Q1,,Kenya,Nyamira County,uepLTG8wGWJ,Nyamira County,KE_County_46,,22511,11659,23775,48,16,2632,1908,3368,4892,3238,2538,2579,22,213,122,226,,1535,2511,545,351,5443,16336,,,109,,5751,18573,141,364,86,11,317,41,955,163,1797,819,1089,10,156,3,,,11,,2.1,662090,165523
2022Q1,January - March 2022,2022Q1,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,26798,8295,16075,11,11,781,817,2390,4071,6117,2819,1885,15,584,570,704,17,1275,1464,155,167,5067,10745,,,225,5,4627,14930,144,107,19,11,159,18,711,309,1962,656,277,,60,43,,,3,,,958382,239584
2024Q1,January - March 2024,2024Q1,,Kenya,Vihiga County,sANMZ3lpqGs,Vihiga County,KE_County_38,,20187,4058,13321,5,3,596,494,1348,2592,702,898,621,325,28,9,94,118,547,865,60,59,1904,8950,7,,106,1,1069,5429,493,1619,76,23,144,63,1415,1103,917,894,733,50,672,78,4,,9,,2.61,683262,162188
2024Q1,January - March 2024,2024Q1,,Kenya,Homa Bay County,nK0A12Q7MvS,Homa Bay County,KE_County_43,,45521,24067,31177,136,32,10878,4690,4188,6823,2281,1363,3261,748,219,82,464,164,1831,1419,600,382,6699,14802,3,,145,4,7341,16184,2071,4402,98,8,488,36,4556,1049,4796,1374,1552,89,1465,17,,,24,,3.3,1332555,316159
2024Q1,January - March 2024,2024Q1,,Kenya,Bomet County,HMNARUV2CW4,Bomet County,KE_County_36,,31224,8153,13255,29,41,692,601,2079,2690,3969,2791,1084,717,2,,145,119,675,486,100,96,5737,3377,6,,16,18,3534,6892,958,585,19,11,34,,601,265,2082,1559,474,110,17,,,,41,,2.5,1012433,251118
2024Q1,January - March 2024,2024Q1,,Kenya,Kericho County,ihZsJ8alvtb,Kericho County,KE_County_35,,31147,8867,14655,5,27,811,668,1878,1776,3211,944,893,33,119,67,184,88,586,503,322,209,4623,3063,,,16,,3076,5389,138,358,16,20,183,109,887,405,1527,1039,235,10,26,1,1,,38,,2.9,1043573,264675
2024Q1,January - March 2024,2024Q1,,Kenya,Elgeyo Marakwet County,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,18939,3721,10613,2,,302,276,946,2054,295,328,1571,51,1,2,74,59,230,217,86,66,1528,6470,1,,31,,2122,7863,30,53,1,1,81,2,14,20,1077,760,170,,66,30,,,26,,2.95,538015,126811
2024Q1,January - March 2024,2024Q1,,Kenya,Nyamira County,uepLTG8wGWJ,Nyamira County,KE_County_46,,23961,10930,26612,42,12,2976,2675,2617,5068,1542,1817,2887,216,26,43,354,280,839,1532,898,782,4149,17181,,,60,,2804,10846,2118,7350,27,10,384,35,2479,934,1525,871,1686,11,450,76,,,13,,2.1,704734,176925
2024Q1,January - March 2024,2024Q1,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,78462,30012,62209,13,3,7257,4371,6871,13574,4244,3033,2488,442,79,18,1569,431,3877,8721,1534,1786,11143,39058,13,,119,2,6711,30087,2331,6594,335,64,1095,520,3661,896,6370,2990,3328,256,432,115,,,26,,2.9,2473361,650162
