periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Estimated Number of Pregnant Women,FP Attendance New clients,FP Attendance Re-visits,MOH 711 Adolescent 10-14 yrs Receiving FP Services New clients,MOH 711 Adolescent 10-14 yrs Receiving FP Services Re-visits,MOH 711 Adolescent 15-19 Yrs Receiving FP Services New clients,MOH 711 Adolescent 15-19 Yrs Receiving FP Services Re-visits,MOH 711 Adolescent 20-24 Yrs Receiving FP Services New clients,MOH 711 Adolescent 20-24 Yrs Receiving FP Services Re-visits,MOH 711 Client receiving Male condoms New clients,MOH 711 Client receiving Male condoms Re-visits,MOH 711 Clients Counselled Natural Family Planning New clients,MOH 711 Clients Counselled Natural Family Planning Re-visits,MOH 711 Clients receiving Female Condoms New clients,MOH 711 Clients receiving Female Condoms Re-visits,MOH 711 Emergency contraceptive pill New clients,MOH 711 Emergency contraceptive pill Re-visits,MOH 711 Pills Combined oral contraceptive New clients,MOH 711 Pills Combined oral contraceptive Re-visits,MOH 711 Pills progestin only New clients,MOH 711 Pills progestin only Re-visits,MOH 711 Rev 2020_Adults 25+ receiving FP Services New clients,MOH 711 Rev 2020_Adults 25+ receiving FP Services Re-visits,MOH 711 Rev 2020_Clients given cycle beads New clients,MOH 711 Rev 2020_Clients given cycle beads Re-visits,MOH 711 Rev 2020_Clients receiving post abortion FP New clients,MOH 711 Rev 2020_Clients receiving post abortion FP Re-visits,MOH 711 Rev 2020_FP Injections DMPA- IM New clients,MOH 711 Rev 2020_FP Injections DMPA- IM Re-visits,MOH 711 Rev 2020_FP Injections DMPA- SC New clients,MOH 711 Rev 2020_FP Injections DMPA- SC Re-visits,MOH 711 Rev 2020_IUCD Insertion Hormonal Ist Time Insertion,MOH 711 Rev 2020_IUCD Insertion Hormonal Re-insertion,MOH 711 Rev 2020_IUCD Insertion Non Hormonal Ist Time Insertion,MOH 711 Rev 2020_IUCD Insertion Non Hormonal Re-insertion,MOH 711 Rev 2020_Implants insertion 1 Rod Ist Time Insertion,MOH 711 Rev 2020_Implants insertion 1 Rod Re-insertion,MOH 711 Rev 2020_Implants insertion 2 Rod Ist Time Insertion,MOH 711 Rev 2020_Implants insertion 2 Rod Re-insertion,MOH 711 Rev 2020_Post parturm FP 4weeks to 6weeks New clients,MOH 711 Rev 2020_Post parturm FP 4weeks to 6weeks Re-visits,MOH 711 Rev 2020_Post parturm FP within 48 Hours New clients,MOH 711 Rev 2020_Post parturm FP within 48 Hours Re-visits,MOH 711 Rev 2020_Voluntary Surgical Contraception Vasectomy Ist Time Insertion,MOH 711 Rev 2020_Voluntary Surgical Contraception Vasectomy Re-insertion,MOH 711 Rev 2020_Voluntary surgical contraception BTL Ist Time Insertion,MOH 711 Rev 2020_Voluntary surgical contraception BTL Re-insertion,Population Growth Rate,Total Population,Women of childbearing age (15–49yrs)
2020Q4,October - December 2020,2020Q4,,Kenya,Lamu County,NjWSbQTwys4,Lamu County,KE_County_5,,4847,1576,2332,1,,109,98,327,526,521,47,4,,,,49,7,470,593,120,56,148,442,,,1,,756,1671,4,5,10,,32,1,226,35,52,37,7,,11,,,,,,,148523,33620
2020Q4,October - December 2020,2020Q4,,Kenya,Nyamira County,uepLTG8wGWJ,Nyamira County,KE_County_46,,20752,9402,13170,77,37,2253,986,2939,3549,2895,921,181,,717,83,314,290,1030,1103,467,280,1907,4377,1,,27,,3678,9762,1113,2802,62,11,165,130,2566,814,973,322,220,3,1,,1,,8,,2.1,621080,157257
2020Q4,October - December 2020,2020Q4,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,15561,3750,17870,3,,303,420,829,2988,127,147,83,,7,2,68,125,580,3194,618,798,1777,11601,34,,75,1,1359,10673,18,123,34,21,154,112,590,300,545,235,613,25,24,30,,,8,,1.8,622993,159579
2020Q4,October - December 2020,2020Q4,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,13640,3921,24917,6,50,340,611,985,4038,300,484,109,,24,22,192,355,890,7213,857,1742,2157,17291,1,,34,,1405,12112,7,14,49,20,518,157,215,115,766,198,1116,51,49,207,,,,,1.99,622651,165992
2021Q4,October - December 2021,2021Q4,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,13881.97,2621,21305,9,12,310,700,883,3812,272,192,58,,16,17,114,,851,7916,793,1649,1540,15207,,,95,,680,7092,38,110,9,9,491,124,222,107,1622,708,1140,64,59,130,,,,,1.52,633759.67,168954.11
2021Q4,October - December 2021,2021Q4,,Kenya,Busia County,Tvf1zgVZ0K4,Busia County,KE_County_40,,29436.35,4204,12995,6,11,1187,817,1113,2846,477,308,717,,13,33,20,,864,1146,402,332,1313,7797,,,43,1,1835,5474,60,196,32,5,235,74,675,535,2032,1224,654,18,45,50,19,,24,,3.4,946510.82,230041.75
2021Q4,October - December 2021,2021Q4,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,48894.04,15876,28154,206,66,5472,2722,4126,7037,1802,1762,3497,,68,36,165,,1184,1704,224,227,4424,14357,32,,115,,5214,12603,145,176,242,155,919,237,2205,752,6086,3944,1825,,858,20,,,225,,,1201151.17,283922.13
2021Q4,October - December 2021,2021Q4,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,39464.88,11983,18407,37,37,690,542,3192,3980,2525,1489,1186,,61,90,492,,1758,2818,977,879,5779,9222,,,152,,4116,10012,204,125,137,19,604,97,608,150,2651,611,787,38,45,70,,,20,,3.6,1185285.64,321595.92
2021Q4,October - December 2021,2021Q4,,Kenya,Marsabit County,Eey8fT4Im3y,Marsabit County,KE_County_10,,16204.6,1259,1463,,,82,59,292,350,112,9,208,,,,8,,153,170,48,23,539,773,4,,2,,592,1150,22,22,2,,3,,189,15,25,6,5,1,21,,,,,,,488973.35,106964.95
2021Q4,October - December 2021,2021Q4,,Kenya,Trans Nzoia County,mThvosEflAU,Trans Nzoia County,KE_County_26,,32464.06,10093,17900,31,9,1360,972,3082,4018,1449,823,1858,,59,23,350,,1228,1588,319,169,4428,10775,2,,93,,4868,12740,82,89,18,,319,20,661,240,2315,678,956,12,291,67,,,,,2.73,1050124.95,252642.83
2021Q4,October - December 2021,2021Q4,,Kenya,Tana River County,JsH2bnvNt2d,Tana River County,KE_County_4,,13030.3,1287,2905,5,,173,163,449,954,407,195,942,,2,,9,,226,404,49,112,587,1818,,,7,,740,2216,23,34,10,,26,7,137,92,266,93,46,,22,36,,,1,,,339275.48,81248.4
2021Q4,October - December 2021,2021Q4,,Kenya,Mandera County,R6f9znhg37c,Mandera County,KE_County_9,,31717.1,1522,785,7,,69,36,172,54,661,75,1121,,200,,40,,565,307,319,109,1453,51,2,,,,841,319,9,1,24,,4,,537,16,115,28,26,,32,,,,,,3,926420.86,183269.89
2021Q4,October - December 2021,2021Q4,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,23965.34,6244,27973,7,3,662,547,1165,4373,795,571,827,,15,6,152,,1311,3674,198,314,3295,19048,5,,12,1,3577,20753,11,49,31,10,170,77,38,23,150,203,745,6,141,46,,,41,,1.16,1020204.92,238698.03
2021Q4,October - December 2021,2021Q4,,Kenya,Nyandarua County,mYZacFNIB3h,Nyandarua County,KE_County_18,,16934.6,4805,13174,2,,349,319,1297,2434,322,324,34,,35,31,202,,941,2625,387,477,2583,7984,3,,20,,2366,7718,26,79,36,3,361,214,39,16,792,348,596,69,19,,3,,,,,665037.98,164937.12
2021Q4,October - December 2021,2021Q4,,Kenya,West Pokot County,XWALbfAPa6n,West Pokot County,KE_County_24,,30479.49,4078,4277,47,28,842,464,1147,1301,1138,136,853,,31,22,10,,355,174,478,256,1212,1228,2,,24,18,1462,2683,17,13,43,24,26,,343,100,822,200,56,22,35,10,,,3,,3.1,676917.43,145016.69
2021Q4,October - December 2021,2021Q4,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,11900.4,3081,13551,12,4,295,461,850,2471,308,230,764,,17,44,120,,756,1756,294,223,1695,10033,1,,2,,1306,10082,1,10,25,9,133,33,306,83,932,354,184,26,31,50,,,12,,2.58,413488.16,104319.19
2021Q4,October - December 2021,2021Q4,,Kenya,Isiolo County,bzOfj0iwfDH,Isiolo County,KE_County_11,,7901.35,1084,1818,8,4,156,72,437,566,301,114,411,,10,4,18,,238,259,111,76,767,1229,3,,10,,602,1365,1,17,,,30,5,451,118,112,48,49,6,9,,,,,,2.32,272949.19,64367.65
2021Q4,October - December 2021,2021Q4,,Kenya,Muranga County,ahwTMNAJvrL,Muranga County,KE_County_21,,26855.42,6544,20338,50,8,399,406,1338,3404,725,416,88,,11,12,286,,1312,5702,1199,1419,2620,11263,5,,8,,1300,6887,25,101,13,4,301,141,256,145,1208,617,849,45,25,55,,,16,,,1102321.94,261336.01
2021Q4,October - December 2021,2021Q4,,Kenya,Kericho County,ihZsJ8alvtb,Kericho County,KE_County_35,,28482.96,7114,11162,50,30,875,391,1862,1747,899,653,250,,18,2,149,,852,604,777,634,3872,1700,3,,39,31,2022,5738,146,176,45,3,246,49,1072,285,1538,601,320,13,4,2,7,,12,,2.58,955913.06,242084.75
2021Q4,October - December 2021,2021Q4,,Kenya,Kitui County,j8o6iO4Njsi,Kitui County,KE_County_15,,34509.45,6502,29902,11,,783,882,1594,5240,392,1547,875,,6,8,113,,734,2218,201,237,2406,19231,11,,33,,3454,24796,20,124,106,23,123,74,197,156,1273,835,429,1,108,11,,,77,,2.35,1197692.65,296045.92
2021Q4,October - December 2021,2021Q4,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,158812.9,39266,62338,436,403,4584,3534,9540,12827,17920,13766,5936,,1016,516,1446,,8676,16345,6673,6426,18311,52234,43,,1155,9,8178,17007,1365,915,225,88,2692,1000,3645,1068,6612,2513,6424,108,421,45,14,,51,,,4683314,1505815.48
2021Q4,October - December 2021,2021Q4,,Kenya,Baringo County,vvOK1BxTbet,Baringo County,KE_County_30,,23443.77,3743,7361,31,108,379,313,1123,1505,961,1938,413,,226,27,101,,364,597,281,384,1524,3867,35,,37,1,1920,5302,20,74,25,6,55,19,885,298,414,156,73,2,41,32,6,,18,,2.93,708617.58,161146.5
2021Q4,October - December 2021,2021Q4,,Kenya,Meru County,Y52XNJ50hYb,Meru County,KE_County_12,,48708.55,13765,18020,71,2,1488,820,3680,3016,2429,1453,902,,31,34,441,1,1549,1882,651,481,5141,7780,,,177,,5862,13251,265,204,117,29,413,92,1352,399,2246,729,511,,189,29,,,17,,2.1,1623658.62,414031.67
2021Q4,October - December 2021,2021Q4,,Kenya,Samburu County,o36zCRjSd4G,Samburu County,KE_County_25,,12734.11,1603,3167,31,12,314,295,513,934,125,31,201,,20,3,244,,241,263,75,25,476,1588,,,5,,1238,2886,12,32,,,8,10,131,62,132,94,58,,30,,,,,,3,328326.48,70315.36
2021Q4,October - December 2021,2021Q4,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,17413.29,3828,11175,1,1,359,382,1108,2288,687,454,597,,9,,31,,727,2400,286,327,2455,7903,1,,23,,1633,5843,51,123,51,11,219,78,644,161,812,271,614,,36,,,,6,,2.9,551644.64,132340.42
2021Q4,October - December 2021,2021Q4,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,41940.1,4023,4257,10,7,407,353,1027,1173,1140,132,3359,,169,4,254,,657,289,172,64,1223,2582,27,,18,,1569,2328,62,32,1,,22,1,237,54,536,78,204,,1095,9,1,,3,,1.9,1005583.98,224149.89
2021Q4,October - December 2021,2021Q4,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,15885.48,3145,18005,4,2,263,551,757,3049,118,81,167,,60,8,115,67,652,3445,607,643,1332,12569,1,,9,,1173,10806,116,228,8,7,185,86,172,87,925,403,615,16,245,30,3,,17,,,635906.79,162887.73
2021Q4,October - December 2021,2021Q4,,Kenya,Elgeyo Marakwet County,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,17064.25,3885,5973,9,3,379,293,800,1461,458,600,1337,,3,2,73,,413,633,77,45,1239,3764,9,,4,,1410,4165,13,14,1,,12,1,94,79,1129,486,110,1,42,4,,,13,,2.73,485079.02,114290.87
2021Q4,October - December 2021,2021Q4,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,71821.23,27341,56186,15,12,5573,2874,6747,10024,8940,9576,2444,,260,2155,1687,,4230,7239,1727,1269,11211,27183,40,,163,23,9385,29227,204,1709,262,90,1964,530,2086,410,5935,2016,1383,227,236,129,5,,53,,2.56,2264320.38,595273.11
2021Q4,October - December 2021,2021Q4,,Kenya,Nyeri County,ptWVfaCIdVx,Nyeri County,KE_County_19,,17996.69,4178,21640,,,198,326,1017,2994,649,523,26,,53,9,388,,994,5236,383,831,2415,13774,,,263,,1630,10919,28,36,68,38,454,161,183,43,591,169,989,7,105,5,,,42,,1.7,791032.79,198788.37
2021Q4,October - December 2021,2021Q4,,Kenya,Vihiga County,sANMZ3lpqGs,Vihiga County,KE_County_38,,19414.81,5721,10917,7,8,1762,1083,1546,1778,1877,861,338,,20,60,53,,512,742,215,277,2529,5743,,,110,,2333,6470,50,97,34,5,251,92,931,423,1234,789,522,59,103,,,,9,,2.15,623182.65,147297.45
2021Q4,October - December 2021,2021Q4,,Kenya,Kwale County,N7YETT3A9r1,Kwale County,KE_County_2,,36025.3,6212,18557,21,26,701,812,1925,4449,1744,3208,2071,,63,1163,43,,770,1325,388,1100,3543,11225,3,,46,,4735,16695,51,64,54,14,20,27,709,280,785,332,818,57,94,87,,,,,,931734.3,221073.32
2021Q4,October - December 2021,2021Q4,,Kenya,Lamu County,NjWSbQTwys4,Lamu County,KE_County_5,,4982.35,1365,2126,,,80,79,368,602,187,128,102,,,,38,,275,541,51,51,500,1292,18,,1,,882,1888,4,2,6,,45,6,25,5,256,44,33,4,7,,,,,,2.5,152669.73,34558.32
2021Q4,October - December 2021,2021Q4,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,32277.57,10154,15316,29,6,1265,797,2708,2894,2145,1647,1525,,183,123,85,,853,705,195,245,4858,6784,39,,66,5,5624,9002,168,195,66,26,138,29,561,283,2054,931,491,45,129,76,,,39,,1.7,1050229.66,217200.93
2021Q4,October - December 2021,2021Q4,,Kenya,Bomet County,HMNARUV2CW4,Bomet County,KE_County_36,,28510.89,6803,22850,18,13,1699,1104,2451,5166,2092,3577,593,,4,8,21,,633,594,377,700,6989,5251,,,7,,4938,19920,62,70,1,,45,2,597,153,1188,506,259,15,11,,,,42,,2.5,925676.9,229458.35
2021Q4,October - December 2021,2021Q4,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,61597.24,18974,40388,101,48,2276,2377,4099,8593,4013,7158,781,,90,56,229,,1690,2717,370,334,6757,21055,113,,370,,5540,26726,93,134,40,36,161,132,533,201,4419,2020,2200,5,395,277,5,,21,,3.2,1782690.92,420402.21
2021Q4,October - December 2021,2021Q4,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,55010.29,11863,35810,30,298,2737,1858,3315,8622,1379,1733,1904,,65,51,197,,1758,2916,453,511,5287,24778,23,,93,,7232,25113,70,110,24,22,318,58,1441,321,3901,1275,1117,30,289,50,,,31,,,1555513.32,382968.77
2021Q4,October - December 2021,2021Q4,,Kenya,Kisumu County,tAbBVBbueqD,Kisumu County,KE_County_42,,39782.01,13299,26463,61,42,2677,1766,3251,5124,2212,2382,3057,,79,13,298,,1700,1245,799,1049,6537,7530,9,,71,28,5485,15029,451,902,91,31,361,63,1643,420,2804,1031,1111,131,191,60,9,,40,,2.1,1225382.79,319056.87
2021Q4,October - December 2021,2021Q4,,Kenya,Nyamira County,uepLTG8wGWJ,Nyamira County,KE_County_46,,21253.77,11848,24899,76,39,3357,1997,3280,5446,3285,1854,1483,,205,64,286,12,1726,2078,508,323,4927,15068,6,,54,12,5778,20205,29,39,31,1,351,33,1336,284,1522,679,865,7,160,169,,,27,,2.1,639969.66,162033.07
2021Q4,October - December 2021,2021Q4,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,34809.63,13792,44021,19,55,746,987,3105,7170,5070,7946,1125,,51,32,874,,3238,5413,1555,2288,11458,20284,8,,11,,5660,28903,42,352,85,29,236,51,757,386,1056,537,857,141,124,47,,,8,,2,1484702.32,388901.52
2021Q4,October - December 2021,2021Q4,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,64841.35,16245,44756,120,76,3200,2770,3895,8280,7323,5814,2328,,1254,46,311,,2060,3959,344,234,6295,24664,17,,50,,6460,25203,120,368,117,83,354,154,1892,824,5738,3280,2226,122,630,45,1,,42,,2.34,1980106.05,473686.23
2021Q4,October - December 2021,2021Q4,,Kenya,Garissa County,uyOrcHZBpW0,Garissa County,KE_County_7,,44212.87,1856,1626,2,,135,86,452,427,1292,192,815,,14,,55,,376,301,191,143,765,741,57,,3,,1018,1524,53,133,12,,28,4,25,14,128,20,61,3,219,,,,,,3.5,1246815.07,281218.54
2021Q4,October - December 2021,2021Q4,,Kenya,Wajir County,CeLsrJOH0g9,Wajir County,KE_County_8,,25926.97,2453,1481,2,,100,36,450,241,722,51,1331,,39,5,9,,401,208,343,320,801,120,32,,2,,426,506,1,1,,,1,,21,,70,18,59,,167,,,,,,3.21,829791.6,171094.25
2021Q4,October - December 2021,2021Q4,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,66372.16,28431,43942,66,59,1558,1536,6932,8193,6337,3475,851,,336,120,1976,,5900,11037,4125,4519,13840,26396,1,,410,7,6974,16108,264,410,212,106,1696,621,780,413,4516,1758,3546,232,330,154,3,,49,,2.23,2537789.15,751809.25
2021Q4,October - December 2021,2021Q4,,Kenya,Taita Taveta County,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,9689.45,3003,12323,3,16,153,2655,536,2093,368,2474,355,,8,128,121,155,360,1155,76,64,964,7112,,,22,7,960,7452,33,109,27,9,121,31,42,14,451,85,223,12,10,93,,,22,,,357567.36,86812.16
2021Q4,October - December 2021,2021Q4,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,46792.8,8982,10963,53,44,1259,850,2694,2823,1491,787,991,,41,56,219,,966,1152,271,124,3792,5650,,,13,,2485,5771,153,128,35,5,66,74,2583,823,2051,722,186,,15,,,,1,,3.55,1239753.42,273700.14
2022Q4,October - December 2022,2022Q4,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,24916.73,5309,30094,4,2,419,560,1235,9259,143,248,371,,3,,294,,1538,5367,75,236,2632,22310,8,,31,,2225,20956,31,63,11,19,180,166,943,668,648,742,815,,205,81,2,,37,,1.2,1050834,243022.19
2022Q4,October - December 2022,2022Q4,,Kenya,Kitui County,j8o6iO4Njsi,Kitui County,KE_County_15,,35474.81,7135,30917,14,21,785,952,1739,5557,237,315,1177,,13,35,142,,524,1368,390,447,2731,21178,4,,162,,4645,25090,30,71,8,9,150,65,3035,1866,689,435,896,,257,120,,,20,,2.05,1231194.86,304326.23
2022Q4,October - December 2022,2022Q4,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,68058.54,27337,44588,6,9,1451,1183,7040,8964,4562,1884,634,,43,11,1789,,5030,9398,4817,4537,14141,26844,60,,348,,7628,18997,315,305,133,55,1436,558,4589,1451,2035,896,5277,39,166,122,1,,69,,2.5,2602229.6,770900.94
2022Q4,October - December 2022,2022Q4,,Kenya,Kericho County,ihZsJ8alvtb,Kericho County,KE_County_35,,29345.6,9789,17059,75,64,1069,725,2211,1932,372,94,425,,74,6,75,,649,407,472,560,6160,1900,2,,15,3,4577,7923,262,442,25,2,188,46,2211,772,723,443,445,16,132,21,,,1,,2.5,983051.71,249061.64
2022Q4,October - December 2022,2022Q4,,Kenya,Tana River County,JsH2bnvNt2d,Tana River County,KE_County_4,,11780.72,1500,3876,2,1,169,206,379,976,170,1415,220,,35,,4,,110,176,73,43,601,1670,2,,3,,685,2607,20,54,1,,45,9,388,106,119,97,75,,13,16,,,,,,351926.82,84278.1
2022Q4,October - December 2022,2022Q4,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,50873.62,18756,31174,406,71,7295,3240,4307,8383,1953,3840,3798,,140,68,281,,569,823,347,231,4254,15961,23,,47,8,7596,18170,156,178,83,22,959,131,2173,1193,5605,3289,1565,220,543,137,1,,76,,1.04,1248621.12,292121.67
2022Q4,October - December 2022,2022Q4,,Kenya,Uasin Gishu County,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,40117.09,9168,24357,28,4,892,989,2987,5461,248,248,1965,,8,43,307,,1084,1795,634,547,5257,18576,7,,85,,4674,15973,56,446,21,25,864,301,3130,1229,1591,531,1289,39,215,38,2,,4,,,1270721.57,345876.39
2022Q4,October - December 2022,2022Q4,,Kenya,Muranga County,ahwTMNAJvrL,Muranga County,KE_County_21,,26880.36,7630,20321,1,,457,519,1527,3647,486,350,141,,1,2,367,,1578,5434,1240,1355,2950,14752,5,,17,,2127,9163,26,45,13,4,298,187,1574,772,617,362,1188,98,72,2,,,38,,,1126401.97,268007.73
2022Q4,October - December 2022,2022Q4,,Kenya,Nyandarua County,mYZacFNIB3h,Nyandarua County,KE_County_18,,17279.66,6313,14121,,,265,347,1540,2825,579,860,78,,3,50,253,,866,2564,602,555,3081,9138,1,,9,,2367,8061,87,152,52,12,387,208,412,123,1582,604,808,,52,156,,,,,1.11,681208.67,168990.01
2022Q4,October - December 2022,2022Q4,,Kenya,Busia County,Tvf1zgVZ0K4,Busia County,KE_County_40,,30323.92,4736,17561,10,1,1916,1049,1529,4009,141,195,773,,2,,49,,615,1133,297,202,1501,10712,9,,37,,2318,9364,37,205,21,1,382,99,1348,739,2267,1537,651,11,65,25,,,7,,2.36,975359.78,236979.74
2022Q4,October - December 2022,2022Q4,,Kenya,Vihiga County,sANMZ3lpqGs,Vihiga County,KE_County_38,,19755.87,4043,12148,7,2,606,512,1382,2315,418,249,772,,200,294,17,,446,641,122,170,2285,7643,1,,121,2,1703,7056,23,23,4,7,103,41,1974,1151,470,455,702,17,443,3,,,12,,2.41,645821.63,151721.33
2022Q4,October - December 2022,2022Q4,,Kenya,Nyamira County,uepLTG8wGWJ,Nyamira County,KE_County_46,,22449.49,12848,30182,46,49,2584,2016,2820,5794,2143,1274,2151,,84,66,244,,1036,1590,894,486,4211,17469,,,62,,5241,23577,47,164,78,71,349,21,1860,554,1880,632,1431,56,267,65,,,24,,2.1,660281.01,165070.75
2022Q4,October - December 2022,2022Q4,,Kenya,Kwale County,N7YETT3A9r1,Kwale County,KE_County_2,,37377.6,5698,19930,15,7,726,988,1793,5318,995,1901,2205,,2,1,31,,714,1361,448,318,3129,13777,28,,108,1,3529,16470,62,144,12,9,62,30,881,401,1454,703,921,32,334,72,,,5,,,966710.48,229373.58
2022Q4,October - December 2022,2022Q4,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,48508.1,9103,13118,13,11,1384,855,2768,3473,279,322,907,,3,7,117,,513,771,251,243,3429,8369,2,,25,4,4779,7633,70,48,14,3,109,81,3451,1461,478,224,230,6,36,24,5,,2,,3.65,1290171.28,283729.66
2022Q4,October - December 2022,2022Q4,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,35601.46,11325,41732,25,8,634,870,3041,7459,1435,8002,893,,30,80,604,,2741,4329,1166,1876,9003,26845,32,,109,1,6503,28983,22,137,31,11,312,89,1029,508,664,500,1035,206,261,42,1,,43,,2,1518498.73,397752.27
2022Q4,October - December 2022,2022Q4,,Kenya,Wajir County,CeLsrJOH0g9,Wajir County,KE_County_8,,26495.41,2296,2327,,4,23,26,106,130,556,78,539,,105,4,137,,315,251,187,114,487,210,47,,,,300,270,6,11,,,3,,163,14,60,5,22,,38,24,,,,,2.2,848046.58,175126.2
2022Q4,October - December 2022,2022Q4,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,12173.65,3947,17073,1,43,298,476,860,2987,222,176,839,,7,3,52,,635,1784,123,127,1754,12194,,,5,,1519,13331,,28,22,11,91,56,738,269,536,267,204,15,69,66,,,8,,2.7,424153.93,107228.22
2022Q4,October - December 2022,2022Q4,,Kenya,Lamu County,NjWSbQTwys4,Lamu County,KE_County_5,,6791.39,1859,2178,,,121,73,490,452,268,477,69,,,1,33,,337,360,49,26,766,1260,,,2,,825,1243,45,7,,,27,8,457,91,305,96,34,1,14,,,,,,,208129.78,47853.89
2022Q4,October - December 2022,2022Q4,,Kenya,Taita Taveta County,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,9942.76,1782,12575,,,131,297,458,2238,267,463,382,,4,3,77,,284,1163,192,361,745,8133,,,33,2,639,7873,8,96,2,3,63,42,343,220,179,109,410,12,27,9,,,,,,366973.59,89095.9
2022Q4,October - December 2022,2022Q4,,Kenya,Garissa County,uyOrcHZBpW0,Garissa County,KE_County_7,,43718.22,1833,2072,14,16,119,76,442,445,357,44,839,,200,,21,,296,231,245,120,919,769,16,,,,1021,1616,10,10,4,3,13,2,273,29,85,7,49,3,175,,,,,,3.5,1250701.42,280355.9
